bilayers,$\epsilon_{r}$,"$\overline{MV}_{int, NN}$",$\overline{M}_{int}$,$\overline{IE}_{int}$,PF,"$\overline{\alpha}_{int, NN}$",$\overline{BL}_{max}$,"$\overline{N}_{p, v}$",$\overline{BL}_{min}$,"$\overline{Gr}_{int, NN}$",a,$\overline{\kappa}_{int}$,"$\overline{C}_{int}^{p, g}$",$\rho$,"$\overline{P}_{int, NN}$",Y_Corr
BMDS_GeO2-GeO2_393,1.53538,0.0325190589,159.3621905653,3820.9120836442,1.4839533872,100.9100002302,1.1908734243,3.3333333333,0.6182531516,5.8161383418,2.9080691709,0.0007776177,2.6696074989,25.808475615,5.8161383418,0.088
BMDS_SbTaBi-BiTaSb_68,22.519655,3.48843562144989E-05,1814.1998016023,2342.7304565144,4.190023093,86.6443696577,1.100742829,2,0.7999696854,33.3247575607,3.3324757561,0.262265842,0.4065620422,83.3814990336,0,0.116
BMDS_BiTaAs-AsTaBi_62,13.914902,0.000007623,3808.0052906906,3308.4229452147,3.2545923142,153.7176447618,1.1325245333,2,0.7482015568,34.935828355,3.4935828355,1.7537785834,1.1493887529,69.211168136,6.987165671,2.303
BMDS_Nb2Se2-Nb2Se2_635,35.623009,2.1371235107291E-05,1904.2911513351,3627.4048044662,2.5852662044,266.3694707637,1.2812521212,2,0.7187478788,42.4032442605,3.8548403873,0.0786387439,1.2374037643,38.5467711112,3.8548403873,1.299
BMDS_TeZrS-TeZrS_238,9.015955,1.64745836572344E-05,2083.030833602,3503.9660176403,2.6002055718,312.3552563213,1.1519644787,2.6666666667,0.7128534344,44.9971557726,3.749762981,0.0491031462,1.7061421564,34.6300208681,3.749762981,0.909
BMDS_PbS2-PbS2_701,3.145047,7.52383883205237E-06,1528.2207368284,3933.4881257947,2.1034511845,108.6077153581,1.1700216686,3.3333333333,0.6599566628,7.8701243013,3.9350621507,0.0105853172,2.7860240027,28.8880390073,11.805186452,0.034
BMDS_GeTe-GeTe_740,4.368848,1.34392553718628E-05,3820.7153086146,3222.6160940938,1.6233382166,3.9509790892,1,3,1,3.9509790892,3.9509790892,1.2297422415,1.0312055423,27.4339422384,1.9754895446,0.023
BMDS_Ag2Br2-Ag2Br2_619,2.048906,6.78177920348144E-05,1176.0924592454,5043.7464044161,2.3728402797,150.4407208967,1.298737777,2.5,0.701262223,26.5483625112,4.4247270852,0.005398167,2.0973206384,31.4460086679,4.4247270852,2.673
BMDS_Mo2Se2-Mo2Se2_632,9.482215,0.000026841,1880.2367616661,3581.5846006635,2.6780540959,221.1371575968,1.2878218853,2,0.7121781147,38.0614729082,3.8061472908,0.0776454047,1.2217732804,40.6350652407,3.8061472908,1.709
BMDS_CaBr2-CaBr2_378,1.757746,1.06038119013172E-06,1141.0903657369,4893.6377272516,2.3576908826,600.167167532,1.1713950866,3.3333333333,0.6572098269,64.3956188339,4.2930412556,0.0052375103,2.0349015552,21.0534144662,0,0.099
BMDS_Ni2S2-Ni2S2_582,48.597255,3.48123456628095E-05,1383.7996480664,3561.7626125429,2.5989557199,105.4703614759,1.2972928171,2,0.7027071829,21.3791273262,3.5631878877,0.0095849754,2.5227370245,27.0223449525,3.5631878877,3.975
BMDS_TeCrSe-TeCrSe_223,10.293495,0.000037315,2038.2373150123,3032.7462161711,3.0537091264,166.0195271627,1.1412894793,2.6666666667,0.7233203201,33.5054545232,3.3505454523,0.0735444727,0.8761676358,44.6575228303,1.6752727262,0.085
BMDS_PbI2-PbI2_423,2.955851,3.46325441637507E-05,1806.3367547185,4708.5691701128,2.4753682783,65.8377878804,1.1600977875,4,0.679804425,14.0080399746,4.6693466582,0.0209653665,0.9992401849,39.9634736109,4.6693466582,0.035
BMDS_Ti2I2-Ti2I2_659,8.096498,5.8431568677376E-05,1500.1494785534,3910.4322972037,2.9206286973,260.2042910972,1.2734208481,2.5,0.7265791519,50.4121577386,3.8778582876,0.0174115837,0.8298616735,36.871709436,3.8778582876,0.146
BMDS_GeSe2-GeSe2_395,6.787754,9.94173818644793E-06,1793.0699759421,3415.5442254281,1.8776724226,40.2896290141,1.1642883356,3.3333333333,0.6714233289,7.2593926152,3.6296963076,0.0740458047,1.1651325147,34.3589319489,0,0.056
BMDS_MoS2-MoS2_697,18.297715,2.60168655120321E-05,1437.8696300346,3700.9333664191,1.5250502468,250.2832088535,1.191072406,2.6666666667,0.617855188,37.0241433215,3.7024143322,0.0099594946,2.6213093472,19.1682061944,7.4048286643,0.022
BMDS_WTe2-WTe2_566,7.509388,3.8711727164984E-05,2566.7874807824,3087.6322987908,3.0127510693,106.5558138315,1.1308784619,2.6666666667,0.7382430763,35.5186046105,3.551860461,0.0834687208,0.7174758131,65.9704548473,3.5518604611,0.099
BMDS_Bi2S2-Bi2S2_575,10.844818,1.90551841173418E-05,1477.6899568312,3803.4269256579,2.903799689,108.8215386893,1.1752431432,3.5,0.8247568569,3.8049489052,3.8049489052,0.0102353126,2.6939038249,54.4498354019,11.4148467157,0.07
BMDS_ISbSe-SeSbI_73,5.123056,7.48587751865053E-06,2059.033125954,3922.1663391148,1.9208786789,58.769973838,1.1682809256,4,0.6833150102,4.1680832509,4.1680832509,0.0850288983,1.3379547235,34.1123382877,4.1680832509,0.072
BMDS_IBiTe-TeBiI_291,4.994725,3.95284086718376E-06,3108.3351263101,3739.0691684906,2.5343918213,43.012414224,1.135027382,4,0.7407214002,4.3012414224,4.3012414224,0.1010791734,0.8688507673,48.5873265333,4.3012414224,0.134
BMDS_TaSe2-TaSe2_711,6.715858,2.09159435184561E-05,1883.7695712156,3588.3141022547,1.6881981372,171.9797725948,1.1728027139,2.6666666667,0.6543945722,41.9462859987,3.8132987272,0.077791294,1.2240688914,37.2366220279,7.6265974543,0.152
BMDS_BiTiAs-AsTiBi_95,39.404407,0.000008578,3799.2770143185,3300.8397546418,3.1265526667,243.9902669746,1.1373667699,2,0.7435437293,38.3413276674,3.4855752425,1.7497587717,1.1467542548,49.1824671044,0,0.475
BMDS_HfS2-HfS2_689,2.392903,1.14635290078193E-05,1504.0459883367,3871.2647284514,1.5456317377,323.7672381938,1.1846484843,2.6666666667,0.6307030316,46.4737662479,3.872813854,0.0104178693,2.7419522086,25.9718551776,11.618441562,0.131
BMDS_SeHfS-SeHfS_210,4.241547,1.07132895013218E-05,1590.0720141945,3497.0916074458,2.337687267,284.185997369,1.1488115361,2.6666666667,0.7083185571,43.2496127892,3.6041343991,0.0416097316,1.8543271483,42.963822393,9.0103359977,0.096
BMDS_Fe2Se2-Fe2Se2_626,10.171929,3.42367329919765E-05,1819.5746205526,3466.0318176923,1.4737659054,121.9188662759,1.3483059205,2,0.6516940795,29.4667954745,3.6833494343,0.0751403285,1.1823551684,18.4666742023,0,0.105
BMDS_IAsTe-IAsTe_40,6.843801,4.08212636771031E-05,2267.5277992582,3837.4930813306,1.9137644,22.2765482167,1.1662104187,4,0.678834062,6.1311600596,4.0874400398,0.0572037234,0.8501875283,35.6581338055,4.0874400398,0.013
BMDS_ClBiS-ClBiS_5,3.098817,0.0223958632,1138.5562800029,4576.509884689,1.6804659343,126.0634498182,1.1771409453,4,0.6572781451,6.099844346,4.0665628974,0.0056504891,2.4135050796,30.2160621723,12.1996886921,0.189
BMDS_BrAsSe-SeAsBr_79,4.916973,1.26035137136207E-05,1884.9941793911,3590.6468073016,1.4294938469,4.1973554602,1.1697312742,4,0.6714811448,3.8157776911,3.8157776911,0.0778418649,1.2248646388,29.0365998748,0,0.164
BMDS_In2S2-In2S2_604,3.377477,2.55843543779065E-06,1521.58344046,3916.4043853224,2.7189353404,178.6595037722,1.2322200501,2.5,0.7677799499,11.7539147219,3.917971574,0.0105393435,2.7739238744,33.5144815035,7.8359431479,0.066
BMDS_SeZrTe-TeZrSe_345,8.589191,2.45683512460651E-05,2757.776438565,3317.3761631259,2.6853857801,282.3948419088,1.1440568059,2.6666666667,0.7221194277,45.7937581474,3.8161465123,0.089679443,0.7708615955,39.6816481315,0,0.2
BMDS_BrAsS-SAsBr_97,4.463633,1.21812434401391E-05,1443.1689147079,3714.5731979143,1.3343938036,39.3902319907,1.1742807307,4,0.6678189025,3.7160596218,3.7160596218,0.0099962004,2.6309702122,24.4603414994,3.7160596218,0.041
BMDS_SbZrBi-BiZrSb_266,16.137087,2.45204831819888E-05,1814.4557624405,2343.0609863991,4.7735471091,213.3085393023,1.0829444189,2,0.8354263497,36.6624051926,3.3329459266,0.2623028444,0.406619403,73.4696386074,3.3329459266,0.04
BMDS_IBiTe-TeBiI_106,4.94361,4.06388156612903E-06,3195.6525055265,3844.1047284396,2.2362712655,44.220691688,1.1611780877,4,0.6891058683,4.4220691688,4.4220691688,0.1039186255,0.8932579721,42.8719984345,4.4220691688,0.199
BMDS_CaBr2-CaBr2_484,1.804802,1.01652636827811E-06,1093.8976060256,4691.2486121466,2.51350777,575.3456934627,1.1455229446,3.3333333333,0.7089541108,61.7323705432,4.1154913695,0.0050208995,1.9507429092,22.444808705,0,0.018
BMDS_BrBiSe-BrBiSe_23,3.767419,1.93194220873296E-05,1591.2083362551,4357.9171188644,1.8562227232,96.5447542792,1.1693027994,4,0.6732593571,6.2827388902,4.1884925935,0.0452776049,1.6649258059,37.9221881908,8.3769851869,0.149
BMDS_SeBiI-IBiSe_308,4.366696,1.79917261057892E-05,1610.7612228708,4198.7633892798,2.3567299839,62.8731923623,1.141937998,4,0.7333867279,8.3275751473,4.1637875737,0.0186954062,0.8910505408,46.3558243762,4.1637875737,0.138
BMDS_Ti2Se2-Ti2Se2_662,9.933205,2.40017970574418E-05,2057.0589428134,3918.4057999745,2.082696342,296.0665806357,1.3120706523,2,0.6879293477,49.9690431453,4.1640869288,0.0849473733,1.3366719041,24.5522815229,0,0.968
BMDS_ZnCl2-ZnCl2_718,1.634683,0.041056979,639.2197884896,4660.791371551,1.3624144621,89.6621230125,1.1851439815,3.3333333333,0.6297120732,18.6252852124,3.7250570425,0.0003315301,1.7843023233,16.5060063607,3.7250570425,0.042
BMDS_STaSe-SeTaS_150,13.584806,1.88838343453694E-05,1700.7500759549,3239.6878977197,2.1441727044,155.2709077441,1.1558736851,2.6666666667,0.6934152263,37.8709531083,3.4428139189,0.0702334039,1.105143268,44.5601410321,6.8856278379,0.017
BMDS_MgBr2-MgBr2_405,1.860825,4.506577332827E-05,1030.3184715856,4418.5854994749,2.1012662708,194.5898693514,1.1704662407,3.3333333333,0.6590675186,58.1443832723,3.8762922182,0.0047290765,1.8373625114,23.9007160777,3.8762922182,0.06
BMDS_ClBiS-SBiCl_290,3.192247,1.97747640730189E-05,1533.4918880586,3947.0555446066,1.9095900808,112.9309609601,1.1495329545,4,0.7111386797,3.9486349986,3.9486349986,0.0106218281,2.795633579,34.3358894872,11.8459049958,0.03
BMDS_GeS-GeS_738,3.161274,4.7347866559671E-06,2790.9072589351,3073.2498795695,1.3197712494,35.938321707,1,3,1,3.4891574473,3.4891574473,1.0496955722,1.7934269279,18.550035382,1.7445787236,0.116
BMDS_SnI2-SnI2_544,3.182398,0.000041781,1710.3698791931,4458.4127857782,2.0435095715,88.8676090779,1.1350361029,4,0.7299277942,13.2638222504,4.4212740835,0.0198515206,0.9461526539,35.3508058962,0,0.014
BMDS_AsWBi-BiWAs_347,18.127787,0.000038196,1759.5126964019,2272.1113621796,3.7635764157,64.6404370464,1.1090915389,2,0.7902730704,29.0881966709,3.2320218523,0.2543601198,0.394306666,86.3980757169,0,0.057
BMDS_AsTaSb-SbTaAs_320,16.044097,2.45412757210583E-05,3046.2730629279,2811.0731975502,3.2804510959,104.488332283,1.1193482384,2,0.7723544193,33.7059136397,3.370591364,0.8190537014,0.6977124123,64.463198771,3.370591364,9.122
BMDS_OsI2-OsI2_420,4.738141,6.99649178739356E-05,1566.4059540212,4083.1427272456,2.3440596927,97.5840338423,1.1791246549,3.3333333333,0.6417506902,36.4421703146,4.049130035,0.0181805939,0.8665138275,53.691599326,4.049130035,0.018
BMDS_HgI2-HgI2_694,2.465659,0.000049089,1743.9697177294,4545.9973203007,1.7716572986,4.5532103268,1.1693576198,3.3333333333,0.6612847645,22.540645182,4.5081290364,0.0202414994,0.9647396138,36.0078147959,4.5081290364,0.018
BMDS_SMoTe-TeMoS_356,7.378563,3.74324880255777E-05,2433.5158147323,2927.3175459369,2.9306802853,165.0046701379,1.1400169501,2.6666666667,0.7294182043,33.6744224771,3.3674422477,0.0791348928,0.680223334,43.71803534,0,0.285
BMDS_Ga2O2-Ga2O2_599,2.543599,0.0347182739,170.1116699441,4078.6445828393,2.3009408885,138.7589716515,1.2566796886,2.5,0.7433203114,9.3126826612,3.1042275537,0.0008300704,2.8496808943,32.4043227852,6.2084551075,0.282
BMDS_TeHfSe-SeHfTe_88,7.740992,1.15522082553136E-05,1911.8227397404,3641.7514131491,2.4313737692,286.7734109611,1.1664909062,2.6666666667,0.67857652,46.4410382123,3.8700865177,0.078949765,1.2422977722,46.4569305656,7.7401730354,0.106
BMDS_IZrBr-IZrBr_190,5.981683,4.30885961019543E-05,1208.1355950484,3976.7680975138,2.8431372232,314.8760663721,1.130378681,3.3333333333,0.7435093153,48.1292047365,3.7022465182,0.0105699138,1.2735728023,42.0477790078,1.8511232591,0.039
BMDS_BiCrAs-AsCrBi_77,42.454616,0.000019175,3602.3380823752,3129.7377651462,3.5027845297,175.1595581338,1.137025481,2,0.7372295189,29.7440759095,3.3048973233,1.6590584563,1.0873112194,55.7865787261,0,4.557
BMDS_BiMoAs-BiMoAs_1,199.436636,2.62168575523819E-05,2714.7004551199,2740.6116929441,3.5767338517,159.4537712258,1.1231458209,2,0.7614269695,29.8975821048,3.3219535672,0.9645292182,0.7491005294,62.1521949434,3.3219535672,0.347
BMDS_PbS2-PbS2_425,4.526511,7.37154408417006E-06,1497.2870609458,3853.8679218287,2.6021961621,106.4093183698,1.1677263423,3.3333333333,0.6645473156,7.7108201717,3.8554100859,0.0103710531,2.7296303408,35.7376224313,11.5662302576,1.323
BMDS_S2Sb-S2Sb_540,4.388109,6.57365235639239E-06,1401.9459797521,3608.4694648269,1.8911889378,85.1939569527,1.1391499231,3.6666666667,0.7217001538,3.6099134302,3.6099134302,0.0097106671,2.5558187086,27.6044005746,7.2198268604,1.853
BMDS_TiSe2-TiSe2_714,3.710946,2.21084649786037E-05,1894.7921060774,3609.3104692689,1.6039541275,272.7119812593,1.1799704684,2.6666666667,0.6400590633,46.0273386092,3.8356115508,0.0782464756,1.2312313078,22.6157348397,0,0.069
BMDS_ZrCl2-ZrCl2_568,4.822903,0.0375943017,585.5667247078,4269.5867479858,2.3778971772,332.3671269612,1.1343762587,3.3333333333,0.7312474827,44.3611155082,3.4123935006,0.000303703,1.6345364868,26.7009553963,6.8247870013,0.274
BMDS_BiVAs-BiVAs_18,21.417028,2.9922585520869E-05,2752.136959781,2778.4055210711,3.2465039757,161.6526848623,1.135647336,2,0.7417526133,33.6776426797,3.367764268,0.9778303552,0.7594308424,53.3525000666,3.367764268,0.403
BMDS_Bi2Nb-Bi2Nb_370,20.551679,3.57068522133212E-05,1846.5669559164,2384.5271308032,4.8012033317,169.5965242392,1.0960994187,2,0.8078011626,33.9193048478,3.3919304848,0.2669449292,0.4138155191,86.5023946743,3.3919304848,0.024
BMDS_BrBiSe-BrBiSe_186,3.821284,1.88155462085835E-05,1549.7075348815,4244.2569219991,2.0952103808,94.0267404028,1.1428577691,4,0.724843393,6.1188768158,4.0792512105,0.0440967056,1.6215023562,42.8046491233,8.1585024211,0.271
BMDS_Ru2Se2-Ru2Se2_651,10.973384,3.27308699611287E-05,1968.2349069748,3749.2085981037,2.003661006,171.7225192118,1.3146044663,2,0.6853955337,31.8742495057,3.9842811882,0.0812793362,1.2789542614,38.4622628802,3.9842811882,0.056
BMDS_SeMoS-SeMoS_212,6.202025,2.28847030841808E-05,1434.2315941017,3154.3472409377,2.5716262935,204.3189983437,1.1395978315,2.6666666667,0.7246405434,32.5089893944,3.2508989394,0.0375316283,1.6725875043,37.8834083416,4.8763484092,0.148
BMDS_TiSb2-TiSb2_458,23.061295,2.42876794327952E-05,2903.5342483825,2679.3551120306,4.1958242718,183.1213925489,1.0922978956,2,0.8154043714,35.3392161059,3.2126560096,0.7806754103,0.665019794,54.8194002887,3.2126560096,0.309
BMDS_IBiS-IBiS_204,4.013517,1.90705293181662E-05,1584.6998641586,4104.7939619335,2.2902558858,89.3324183947,1.1479271643,4,0.7262709933,6.1326603017,4.0884402011,0.0146775003,1.8847709327,42.6105448278,8.1768804023,0.068
BMDS_PdO2-PdO2_426,4.038355,0.0345370215,169.1788146097,4056.2781845923,1.7407844992,64.337344826,1.1926716943,2.6666666667,0.6146566116,18.523227877,3.0872046462,0.0008255185,2.8340538652,30.0760006218,9.2616139385,0.079
BMDS_HgSe-HgSe_741,661.896852,3.53925899709631E-06,1626.317421303,4350.0507585131,1.4200156601,11.1871845902,1,2,1,8.9318839043,4.4659419522,0.2317823873,1.02939962,32.1427327674,4.4659419522,0.276
BMDS_HfSe2-HfSe2_502,4.55471,1.09626643863116E-05,1814.2566857079,3455.9019053666,2.4247327419,272.1385028562,1.1427652028,2.6666666667,0.7144695946,44.0710126083,3.672584384,0.0749207214,1.1788995873,47.7953162644,7.345168768,0.042
BMDS_HfCl2-HfCl2_498,4.411084,0.0368247311,573.548127538,4181.9546455455,2.4590262978,295.4641869135,1.1320530587,3.3333333333,0.7358938826,43.4506157226,3.3423550556,0.0002974696,1.6009880716,42.4739844955,10.0270651667,0.315
BMDS_BSb-BSb_732,5.963051,2.5780764796589E-05,6078.8467370207,3055.705760025,1.5675136055,42.0612869207,1,2,1,3.7387810596,3.7387810596,0.9664749039,2.3049585233,22.4912225247,5.6081715894,0.019
BMDS_IHfBr-IHfBr_233,5.686804,4.45357021538083E-05,1186.4249973747,3905.3042547462,2.9361948962,276.4961956649,1.1283600041,3.3333333333,0.7472337011,47.2643069513,3.6357159193,0.0103799689,1.2506862762,56.138890018,5.453573879,0.139
BMDS_Ni2S2-Ni2S2_637,23.66493,3.7044560559193E-05,1472.5307613888,3790.1476699048,2.0851312002,112.2332643349,1.3323320275,2,0.6676679725,22.7499860138,3.7916643356,0.0101995771,2.6844983496,21.6799132551,3.7916643356,0.236
BMDS_STiSe-SeTiS_316,6.651267,1.97177051297187E-05,1689.8935347122,3219.0077250287,2.1967012278,243.2215188624,1.1501526313,2.6666666667,0.7067726102,41.0500453776,3.4208371148,0.0697850771,1.0980887139,26.28121554,0,0.077
BMDS_Zr2S2-Zr2S2_666,8.385323,1.03853270982173E-05,1717.0053775495,4419.4010078238,2.0517663448,409.4002934419,1.3242128306,2,0.6757871694,53.0540337074,4.4211694756,0.0118929459,3.1301879887,21.2282563207,8.8423389512,5.953
BMDS_Nb2S2-Nb2S2_634,11.780176,2.15045108666651E-05,1513.2255553865,3894.8920207136,2.2774892204,306.261017235,1.2979004251,2,0.7020995749,42.8609566105,3.896450601,0.0104814521,2.7586870255,27.8689002609,7.7929012019,1.154
BMDS_ClZrBr-BrZrCl_277,5.148088,4.04876043000469E-05,927.8045713383,3978.9481973984,2.5043776476,317.6456583588,1.1332902229,3.3333333333,0.7370161894,45.3779511941,3.4906116303,0.0042585462,1.6545499128,32.8424559278,3.4906116303,0.207
BMDS_BrAsTe-TeAsBr_288,6.127995,2.85414491543312E-05,2799.7507324378,3367.8677548337,1.8872370759,30.9938364646,1.1391002713,4,0.727357855,3.8742295581,3.8742295581,0.0910443946,0.7825943707,36.5200483764,3.8742295581,0.048
BMDS_PdSe2-PdSe2_428,10.357317,2.81365942455415E-05,1844.6552829857,3513.8069256874,2.0944533576,10.3061712167,1.1793222754,2.6666666667,0.6413554592,22.4047200363,3.734120006,0.0761760481,1.1986525219,37.9345033998,3.734120006,0.189
BMDS_FeO2-FeO2_682,24.642886,0.0337713289,165.4020652074,3965.7257933579,1.5028266259,171.1368083442,1.2163322529,2.6666666667,0.567335495,24.1462868916,3.0182858614,0.0008070896,2.7707864208,16.4778289324,6.0365717229,1.104
BMDS_SCrSe-SeCrS_329,8.154026,2.84572164851601E-05,1543.9719872234,2941.0478542049,2.6239840323,169.0868107465,1.1444589305,2.6666666667,0.7151673692,31.2544936685,3.1254493668,0.0637591671,1.0032692468,32.2090140477,0,0.056
BMDS_ISbTe-TeSbI_271,5.981153,9.49822474297007E-06,3026.4493354298,3640.5673584938,2.3740954429,20.9396489043,1.1344428807,4,0.7413369831,4.1879297809,4.1879297809,0.0984163498,0.8459618157,41.4825713772,0,0.095
BMDS_SeAsI-IAsSe_171,6.195456,4.95591125945704E-05,1520.7379001515,3964.1000349302,1.7054366743,11.4001290176,1.1717458395,4,0.6752931408,7.8621579431,3.9310789716,0.0176505446,0.8412508999,32.8104344073,3.9310789716,0.149
BMDS_BrBiTe-TeBiBr_104,4.377706,3.99523431993229E-06,3141.6714185444,3779.1699611721,2.0221785762,43.4737140363,1.163971371,4,0.6743831296,4.3473714036,4.3473714036,0.102163228,0.8781690235,39.9325460871,4.3473714036,0.065
BMDS_Ag2I2-Ag2I2_620,2.34892,6.97504777697728E-05,1751.4586735841,4565.5187448422,2.7035444467,100.0574814171,1.29118666,2.5,0.70881334,27.1649270816,4.5274878469,0.0203284204,0.9688823992,36.7862433402,0,0.224
BMDS_Ni2Se2-Ni2Se2_608,10.07512,3.79005397365219E-05,1911.4718356143,3641.0829905122,2.6207741142,77.7744613276,1.2943674734,2,0.7056326628,23.2162571127,3.8693761855,0.0789352742,1.2420697555,35.9217570946,0,0.173
BMDS_BaCl2-BaCl2_366,1.553607,0.052980142,827.10114251,6030.704833966,2.5797615333,1240.6517137651,1.1788248114,3.3333333333,0.6423503773,72.2990509187,4.8199367279,0.0004289744,2.3087496927,17.8379273325,14.4598101837,1.545
BMDS_ClBiTe-TeBiCl_66,4.064709,3.95985624353078E-06,3113.8517007073,3745.7051496206,1.931263876,43.0887512898,1.1708723321,4,0.6637052424,4.308875129,4.308875129,0.1012585655,0.8703927761,36.3302154919,4.308875129,0.068
BMDS_GeSe2-GeSe2_687,3.288672,0.000010174,1834.9684026078,3495.3547912023,1.5161918557,41.2310713946,1.1701219554,3.3333333333,0.6597560892,7.4290218729,3.7145109365,0.0757760231,1.1923580106,27.7443137387,0,0.07
BMDS_SeTiTe-TeTiSe_136,21.942237,3.58502838818768E-05,2636.0974918678,3171.0064894705,2.4063830249,226.1617420306,1.1619888931,2.6666666667,0.6879055779,43.773240393,3.6477700328,0.0857225958,0.7368495466,34.629014002,3.6477700328,0.024
BMDS_BrAsS-BrAsS_37,4.463633,0.000029368,1215.4487810863,3975.254780381,1.3343938036,36.4173842933,1.1742807307,4,0.6678189025,5.5740894326,3.7160596218,0.0072648966,2.1961912365,24.4603414994,1.8580298109,0.183
BMDS_AsSe2-AsSe2_363,8.070812,1.20151830501246E-05,1797.0028539999,3423.0358008378,1.6881835325,4.0014233591,1.1576497181,3.6666666667,0.6847005639,3.6376575992,3.6376575992,0.074208215,1.1676880893,34.1527710626,0,0.212
BMDS_GeTe2-GeTe2_396,362.541486,2.63492677333796E-05,2798.994828782,3366.9584654751,2.3956991882,7.7463671126,1.1514113225,3.3333333333,0.6971773552,7.7463671126,3.8731835563,0.0910198136,0.7823830784,41.8423545192,3.8731835563,1.032
BMDS_CaCl2-CaCl2_485,1.62975,0.0434279625,677.1596113485,4937.4248585038,2.454604609,576.9273611839,1.1517563621,3.3333333333,0.6964872757,59.1922737193,3.9461515813,0.0003512075,1.8902066074,13.7889033649,3.9461515813,0.114
BMDS_ZrI2-ZrI2_569,6.283705,4.46563883133061E-05,1479.3050024835,3856.0971035398,2.9609573294,302.4764784708,1.1286586191,3.3333333333,0.7426827618,49.7116841987,3.8239757076,0.0171696509,0.8183308014,43.9648058385,0,0.202
BMDS_ISbTe-ISbTe_49,5.719455,2.11144484232137E-05,2396.34734759,4055.5032533008,2.0887262179,32.6133563002,1.1610406214,4,0.6887998627,6.4794747616,4.3196498411,0.0604534995,0.8984871669,36.4963147046,0,0.062
BMDS_OsCl2-OsCl2_419,3.459498,0.0403045479,627.4623669398,4575.0635985724,1.6221039401,155.037321435,1.185503132,3.3333333333,0.6289937361,32.9088653989,3.6565405999,0.0003254321,1.7514829473,40.0098520649,10.9696217996,0.001
BMDS_NbS2-NbS2_698,10.429223,2.05256416866597E-05,1444.3446648725,3717.5994618563,1.4947787056,292.3202458002,1.1831066411,2.6666666667,0.6337867179,40.9099580636,3.7190870967,0.0100043443,2.6331136645,18.431664317,7.4381741934,0.001
BMDS_AsVBi-BiVAs_138,21.417028,4.3875232883048E-05,1833.4108674802,2367.5382803794,3.2465039757,131.3428064506,1.135647336,2,0.7417526133,33.6776426797,3.367764268,0.2650430479,0.4108672407,53.3525000666,6.7355285359,0.069
BMDS_CuBr2-CuBr2_679,25.053423,0.000068341,982.6381798443,4214.1055726279,1.669998996,94.2711572085,1.1711662399,3.3333333333,0.6576675472,22.181448755,3.6969081258,0.0045102279,1.7523344516,26.8744744516,0,0.116
BMDS_K2Cl2-K2Cl2_629,1.249804,0.0667104458,1042.0736487811,7598.1500545157,2.5530989661,1670.5970907907,1.2349033262,2.5,0.7650966738,97.1630441754,6.072690261,0.0005404694,2.908818635,6.4778665496,6.072690261,0.121
BMDS_SbHfBi-SbHfBi_24,46.272595,2.11465686958801E-05,2402.0737198211,2549.3980771486,4.4841700117,190.7487175485,1.0893054599,2,0.8225032291,36.4910590093,3.3173690008,0.5335988038,0.5457072006,83.2889276706,1.6586845004,0.197
BMDS_BiTaAs-AsTaBi_258,13.502706,0.000007499,3746.0533343775,3254.5986308766,3.5752950845,151.2168318464,1.121610401,2,0.770906622,34.3674617833,3.4367461783,1.7252465815,1.1306894927,76.0311354971,6.8734923567,1.543
BMDS_AsTiBi-BiTiAs_155,39.404407,3.7459477131083E-05,1897.5471620137,2450.3593954733,3.1265526667,181.2499126097,1.1373667699,2,0.7435437293,38.3413276674,3.4855752425,0.2743147716,0.4252401796,49.1824671044,6.971150485,0.948
BMDS_TeTaSe-TeTaSe_32,30.336956,2.7078164542911E-05,2191.3608934933,3260.5827638707,2.5773616635,146.0715141965,1.1480058148,2.6666666667,0.7109921863,39.6248250595,3.6022568236,0.0790695373,0.9419901594,54.1366184928,5.4033852354,0.096
BMDS_CaCl2-CaCl2_672,1.378302,0.0496830773,774.6938014003,5648.5832419119,1.5611990675,660.0246722886,1.1989230404,3.3333333333,0.6021539527,67.7179896329,4.5145326422,0.0004017934,2.1624611356,8.7701387817,4.5145326422,0.583
BMDS_TeWSe-TeWSe_240,6.922722,3.04425802946229E-05,2088.5457167732,3107.6013932196,2.7847735049,118.6186025915,1.1347465826,2.6666666667,0.7357841617,34.3324464809,3.4332446481,0.07535972,0.8977934755,64.0843143837,5.1498669721,0.138
BMDS_PbO2-PbO2_424,2.46183,0.0382161881,187.3589257165,4492.1695711476,2.8127184526,142.5705693865,1.1892934342,3.3333333333,0.6214131317,6.837916997,3.4189584985,0.0009142295,3.1386039016,42.5788569121,13.6758339939,0.212
BMDS_TeHfS-SHfTe_118,7.73523,1.12532122155063E-05,1476.4518567615,3800.2401792636,2.3513384067,317.8272098704,1.175714597,2.6666666667,0.6678667519,45.6211306034,3.8017608836,0.0102267368,2.6916467056,42.2079635882,11.4052826509,0.096
BMDS_TlI2-TlI2_556,5.411487,3.70094138011687E-05,1686.5463221795,4396.3120364117,3.0012788901,74.5507098598,1.1291610021,3.6666666667,0.7416779958,17.4387625403,4.3596906351,0.019575011,0.9329737959,44.1522787815,4.3596906351,4.872
BMDS_Os2Se2-Os2Se2_640,10.624821,3.18288492050444E-05,1971.5926654912,3755.6046522817,2.0094105533,112.1492993933,1.3109044127,2,0.6890955873,31.9286261618,3.9910782702,0.0814179967,1.2811361247,57.6757572579,7.9821565405,0.137
