bilayers,PF,"$\overline{M}_{int, NN}$","$\overline{N}_{p, v}$",$\overline{EA}_{int}$,"$\overline{r}_{int, NN}^{atom}$",A,$\overline{Gr}_{int}$,$\overline{R}_{int}^{cov}$,$\rho$,$\overline{\alpha}_{int}$,$\overline{\kappa}_{int}$,$d_{layer}$,Y_Eadhe
BMDS_SbZrBi-BiZrSb_69,4.4309609447,5293.3156661391,2,304.8436402828,210.582777827,9.6760985361,50.1387566255,5.0138756625,68.1968967415,160.4440212015,0.2630613431,4.96685,4.287
BMDS_SSbBr-BrSbS_339,1.8042952451,2476.6139625468,4,1260.0847867374,151.3965085729,13.0505580011,65.9933498907,4.5418952572,30.0168064904,81.5211969239,0.0047359933,3.57125,1.418
BMDS_SnI2-SnI2_443,1.9405594376,541.1878298321,4,1351.2530437829,137.3224637991,18.1456603712,77.8160628195,6.2252850256,33.5698647877,150.596968633,0.0205525954,3.68828,1.275
BMDS_AlI2-AlI2_361,2.0922968003,2240.8834270015,3.6666666667,1210.1803586602,12.2985808807,14.5546910069,69.6919583239,5.5753566659,31.2987905661,134.8744369916,0.0184068761,3.50512,1.198
BMDS_TeHfSe-TeHfSe_28,2.4313737692,7344.1470820305,2.6666666667,745.3786633077,367.6582191808,12.9711318773,61.9213842831,4.9343603101,46.4569305656,129.4543940168,0.0849483991,3.33301,2.41
BMDS_SnSe2-SnSe2_708,1.6093526124,43.8587506658,3.3333333333,771.8823447508,166.2515819463,15.6688026531,63.3339359796,4.6708777785,28.9779020535,114.3969218631,0.0807507684,3.30657,1.369
BMDS_SZrSe-SeZrS_151,2.0396239473,6113.2672955429,2.6666666667,729.5514826382,385.3528344192,12.1219976656,59.8606344729,4.4147217924,26.1867689776,108.1232710166,0.076322309,3.02917,1.955
BMDS_ZrSe2-ZrSe2_726,1.6677833662,6612.3334030218,2.6666666667,789.1095554402,416.8117138992,16.3760223028,64.7474507028,4.7751244893,24.3468419555,116.9500828319,0.0825529996,3.11371,1.744
BMDS_Re2Se2-Re2Se2_648,2.2811095066,11452.4625350486,2,753.1973673978,328.3168011734,14.9195084049,61.8008096326,4.5578097104,60.2291380753,111.627712399,0.0787960323,3.24734,2.94
BMDS_MoTe2-MoTe2_520,3.2430091893,7724.1294300038,2.6666666667,675.9777198168,238.1204375801,10.9391867257,56.8645821087,4.8690298431,52.8813785645,135.0533825081,0.083519855,3.61888,3.408
BMDS_TaSe2-TaSe2_455,2.4126123804,9798.0252475765,2.6666666667,683.3386707001,339.9171849123,10.6349252407,56.0688140062,4.135075033,53.2150423171,101.2742952986,0.0714877379,3.30343,3.133
BMDS_SeAsBr-BrAsSe_139,1.4294938469,3144.963972984,4,1238.601438523,76.3155538215,12.609446903,64.8682207483,4.4644598986,29.0365998748,80.1313315126,0.0046552488,3.22742,1.461
BMDS_BrBiTe-BrBiTe_44,2.0221785762,993.0700497303,4,1119.0133992933,149.9843134251,16.3674509897,71.7316281598,5.5211616826,39.9325460871,128.247456407,0.0537335105,3.5679,1.252
BMDS_SnSe-SnSe_753,1.6088874931,21.6879904546,3,591.7219778353,82.2107941419,13.2724621383,58.7219958156,5.0500916401,27.5904157289,160.3110485766,1.3435592643,1.5604,0.484
BMDS_BrSbTe-TeSbBr_251,2.1117708626,745.6115779142,4,782.9909569307,41.1667169785,14.6763207451,65.8667471656,5.6398402261,37.6900111234,156.4335245182,0.0967417849,3.82003,1.375
BMDS_BrSbSe-SeSbBr_280,1.8898017041,1624.9880728732,4,773.275109108,118.9654014012,13.618641721,63.4482140807,4.6793057884,34.5189439792,114.6033366832,0.080896473,3.68175,1.391
BMDS_HfO2-HfO2_397,2.0601868825,7942.4145494859,2.6666666667,456.870288625,518.4343700709,9.0921626329,51.8434370071,2.0737374803,41.3650564725,17.1731385086,0.0008664334,1.9273,1.077
BMDS_Bi2S2-Bi2S2_597,2.7479148685,613.3711586916,3.5,786.1716978872,216.197216919,13.38147097,62.893735831,4.088092829,51.5268022295,76.2586546951,0.0105740093,6.39743,2.524
BMDS_SeBiBr-BrBiSe_143,1.8562227232,1166.9140365377,4,1359.5846958368,205.2361370795,15.1928929094,71.2043740888,4.9005363343,37.9221881908,87.9583444626,0.005109961,3.4621,1.341
BMDS_In2O2-In2O2_603,3.0482279978,1295.2130486318,2.5,487.065048292,373.0711008194,10.3338744741,55.269792714,2.2107917086,40.1227790246,18.3081188365,0.0009236964,4.43865,1.42
BMDS_BrHfCl-ClHfBr_327,2.5901007186,7982.8749607625,3.3333333333,1193.4644282497,441.137281502,10.1272246964,58.1343704305,3.4196688489,48.3151514304,49.9271651933,0.0003043505,3.56639,2.323
BMDS_ReH2-ReH2_537,1.7388135427,9317.2369993987,0,196.893126992,365.1177492297,6.3349857394,2.7045759202,0.8654642945,52.0718774802,12.1895236724,0.0049088053,2.31294,2.829
BMDS_BiVAs-AsVBi_241,3.5386394489,3647.3451944848,2,260.2862993319,190.2092187426,9.6437625571,50.0550575638,4.0044046051,58.153405278,100.1101151277,1.6751759265,3.79597,6.266
BMDS_Os2S2-Os2S2_639,1.8098063052,11444.1809483201,2,784.4820435914,380.4737911418,15.3853533646,62.7585634873,4.0793066267,49.8861103669,76.0947582284,0.0105512835,2.51519,2.494
BMDS_TiTe2-TiTe2_459,2.8301365012,4572.6630892376,2.6666666667,713.8569853842,198.9191389346,12.1992519796,60.0510608104,5.1418720819,41.3048604324,142.6212694248,0.0881999956,3.48776,2.093
BMDS_SbVAs-AsVSb_102,3.0131312494,3569.765595758,2,254.7499693222,186.16343912,9.2378546554,48.9903787158,3.9192302973,42.0748029964,97.9807574316,1.6395446744,3.68366,5.579
BMDS_Si2-Si2_760,1.0387446319,0,2,516.7881847663,0,12.9580203684,54.1544504995,4.4097195407,8.6890717824,144.2829288307,5.7248990528,0.45132,2.428
BMDS_TeZrS-SZrTe_75,2.3296979853,6660.765462541,2.6666666667,765.76365944,451.8005590696,12.6958688425,61.2610927552,3.9819710291,31.0273505776,74.2790749657,0.0102995212,3.2203,1.968
BMDS_Tl2Se2-Tl2Se2_588,4.0741084374,352.605724911,2.5,828.4110404536,225.1578725335,15.6295646482,67.9721879347,5.0129488602,54.6095351201,122.774764457,0.0866645396,5.46893,1.7
BMDS_CdTe2-CdTe2_677,3.0517455826,450.9866309726,2.6666666667,667.8422392634,133.4279973292,12.3287307139,56.1802094018,4.81043043,48.2780004946,133.4279973292,0.0825146826,4.50046,1.104
BMDS_InP-InP_745,1.5265139059,237.31040959,2,212.9357076712,122.4011005444,15.4278873657,59.0901864697,5.2970131442,18.6765149888,189.9327422241,1.7270162178,0.49532,0.911
BMDS_TeAsBr-BrAsTe_348,1.8872370759,3193.1400017646,4,1257.5749145508,77.4845911615,12.9988316549,65.8619024873,4.5328485829,36.5200483764,81.3588207196,0.0047265601,3.63364,1.454
BMDS_TaSb2-TaSb2_549,4.3228487884,7729.5394886837,2,334.2895773366,217.0290860616,9.0868603016,48.5886013571,4.5349361267,79.5335015778,139.2873238903,0.787135342,4.53417,5.777
BMDS_SbVAs-SbVAs_42,3.0131312494,3873.8652065732,2,295.9018874434,155.1361992667,9.2378546554,48.9903787158,4.245832822,42.0748029964,119.2099215418,1.2165944048,3.68366,4.671
BMDS_RuSe2-RuSe2_705,1.4590896262,8113.9734070153,2.6666666667,748.8049287118,288.0018956584,14.7460373624,61.4404044071,4.531229825,28.5955055957,110.9767304604,0.0783365156,2.64723,3.35
BMDS_TeTiS-STiTe_110,2.2970515606,5586.1598339972,2.6666666667,719.5692284106,316.6104605007,11.2101758779,57.5655382728,3.7417599877,29.1276509787,69.7982151558,0.0096782061,3.10877,2.602
BMDS_TeHfS-TeHfS_58,2.3513384067,7415.2965858861,2.6666666667,741.7235483937,389.6804905707,12.5172219761,60.8281741379,4.5811218648,42.2079635882,109.1105373598,0.0497840588,3.19292,2.331
BMDS_HfTe2-HfTe2_691,1.993034719,7640.9216339069,2.6666666667,814.9333804934,364.1920995896,18.3579553397,68.5538069816,5.8699197228,37.1968980624,162.8152915812,0.100688404,3.44354,2.073
BMDS_InI2-InI2_504,2.3773615426,182.1416316668,3.6666666667,1253.3382207003,174.074752875,15.6112139928,72.1773365579,5.7741869246,37.7133191347,139.684374868,0.0190633083,4.09806,1.299
BMDS_TiTe2-TiTe2_555,2.8248840564,4565.4009796603,2.6666666667,712.7232679969,198.6032239949,12.1607128825,59.9556902626,5.1337059787,41.2282028215,142.3947643737,0.0880599201,3.57723,1.83
BMDS_GeI2-GeI2_392,1.9360587672,3545.9251569459,4,1269.488941035,43.0043679212,16.0160723957,73.1074254661,5.8485940373,33.670974557,141.4843704609,0.0193089612,3.48955,1.421
BMDS_STaTe-TeTaS_180,2.4746682213,9093.9296891466,2.6666666667,673.7188790249,272.7463390374,10.866110878,56.6745639558,4.8527595387,49.1927268174,134.6020893951,0.0832407658,3.3355,3.516
BMDS_PdSe2-PdSe2_533,1.8480444462,5338.8701053706,2.6666666667,780.3902931279,264.1320992125,13.8704036312,64.0320240515,4.7223617738,33.4715729395,115.6578434431,0.0816408307,2.39226,7.539
BMDS_SbNbBi-SbNbBi_47,4.1662384795,6782.6812288446,2,325.4224597557,200.8780615776,9.7072654037,50.2195153944,4.8545531548,68.6429355216,152.3325300297,0.5385206034,4.47237,3.826
BMDS_SbNbBi-BiNbSb_292,4.5026467047,7350.666550063,2,303.9448627882,183.3000817254,9.6187792917,49.9909313796,4.999093138,74.1855966588,159.9709804149,0.2622857533,4.51867,4.484
BMDS_Ti2Te2-Ti2Te2_586,3.6495756445,4374.6622982969,2,682.9462786546,190.3057453664,11.1656084754,57.450791054,4.919223984,46.2577181954,136.4456287533,0.0843808494,5.87026,3.817
BMDS_FeSe2-FeSe2_684,1.785483467,4828.9260221112,2.6666666667,714.9890465541,194.3303562429,13.4440461888,58.6657679224,4.3266003843,26.1512984088,105.9650433098,0.0747988541,2.48989,2.934
BMDS_ClAsTe-TeAsCl_63,1.5556063879,1445.2496839834,4,748.3162462396,35.4092860997,13.4056274695,62.949841955,5.3900802174,27.8742215131,149.505874643,0.0924575804,3.1541,1.361
BMDS_SnO2-SnO2_444,1.7555089984,1455.8757158195,3.3333333333,455.8907256164,313.6269530836,9.0533082361,51.732280921,2.0692912368,30.1331771445,17.1363180551,0.0008645757,2.02633,1.146
BMDS_Sc2Te2-Sc2Te2_656,2.403185479,5313.7793491933,2,926.0916233406,297.011509063,23.707443136,77.9046581149,6.6705863511,24.0337489866,185.0235630228,0.1144224666,3.01743,0.87
BMDS_TaS2-TaS2_710,1.5123794162,10708.548669533,2.6666666667,738.1031878202,413.3377851793,13.6197987762,59.0482550256,3.8381365767,29.103970897,71.5960092186,0.0099274879,2.83201,2.125
BMDS_CrTe2-CrTe2_492,3.3031153024,5071.351916216,2.6666666667,661.8710352178,149.6343560166,10.4871893052,55.6778999132,4.7674201801,48.8646236438,132.2350122938,0.0817769155,3.41649,2.275
BMDS_Mo2S2-Mo2S2_631,2.4636534321,9409.388428722,2,750.457675641,382.7334145769,14.0795102892,60.0366140513,3.9023799133,30.8787338433,72.7943945372,0.0100936557,3.19416,4.833
