bilayers,PF,"$\overline{M}_{int, NN}$","$\overline{N}_{p, v}$",$\overline{EA}_{int}$,"$\overline{r}_{int, NN}^{atom}$",A,$\overline{Gr}_{int}$,$\overline{R}_{int}^{cov}$,$\rho$,$\overline{\alpha}_{int}$,$\overline{\kappa}_{int}$,$d_{layer}$,Y_Eadhe
BMDS_AsSe2-AsSe2_363,1.6881835325,2168.0439291172,3.6666666667,709.3432318421,40.0142335911,11.4599102965,58.202521587,4.292435967,34.1527710626,105.1283046166,0.074208215,3.16565,1.561
BMDS_GeTe2-GeTe2_396,2.3956991882,1892.9797312968,3.3333333333,736.6795124046,7.7463671126,12.9914981105,61.9709369005,5.3062614721,41.8423545192,147.1809751387,0.0910198136,3.44687,0.512
BMDS_CaCl2-CaCl2_485,2.454604609,3722.7994017843,3.3333333333,1377.2069018685,453.8074318478,13.4858238996,67.0845768818,3.9461515813,13.7889033649,57.6138130868,0.0003512075,3.22957,1.143
BMDS_ZrI2-ZrI2_569,2.9609573294,6658.1153032808,3.3333333333,1128.8376288823,347.9817893912,12.6639462116,65.0075870291,5.2006069623,43.9648058385,125.8088007799,0.0171696509,3.87991,2.084
BMDS_ISbTe-ISbTe_49,2.0887262179,1507.665785784,4,1048.3790164309,60.4750977752,16.1597115783,71.2742223779,5.8963220331,36.4963147046,153.1315868664,0.0604534995,3.70865,1.357
BMDS_OsCl2-OsCl2_419,1.6221039401,11461.0608562701,3.3333333333,1276.1326693588,387.5933035875,11.5788464104,62.161190198,3.6565405999,40.0098520649,53.3854927583,0.0003254321,2.33498,1.556
BMDS_NbS2-NbS2_698,1.4947787056,8783.1448510388,2.6666666667,743.817419339,409.0995806365,13.831578964,59.5053935471,3.8678505806,18.431664317,72.1502896759,0.0100043443,2.80046,2.431
BMDS_AsVBi-BiVAs_138,3.2465039757,5518.4185294875,2,307.1401012384,94.297399503,9.8220871744,50.5164640195,5.0516464019,53.3525000666,161.6526848623,0.2650430479,3.69187,4.468
BMDS_CuBr2-CuBr2_679,1.669998996,4036.9127661571,3.3333333333,1200.0163776428,188.5423144171,13.6671538857,62.847438139,4.3253825072,26.8744744516,77.6350706423,0.0045102279,3.04422,1.541
BMDS_K2Cl2-K2Cl2_629,2.5530989661,1001.5688047405,2.5,2119.3689010757,995.9212027978,36.8774024102,103.2357344364,6.072690261,6.4778665496,88.66127781,0.0005404694,0.96606,0.157
BMDS_SbHfBi-SbHfBi_24,4.4841700117,5911.2529962939,2,322.448266882,232.2158300591,9.5307960966,49.7605350127,4.8101850512,83.2889276706,150.9402895384,0.5335988038,4.94831,4.513
BMDS_BiTaAs-AsTaBi_258,3.5752950845,7560.8415923216,2,268.0662019096,295.5601713362,10.2286679359,51.5511926749,4.124095414,76.0311354971,103.1023853498,1.7252465815,4.0005,7.023
BMDS_AsTiBi-BiTiAs_155,3.1265526667,4867.9543836671,2,317.8844621155,115.0239830023,10.5216300426,52.2836286374,5.2283628637,49.1824671044,167.3076116397,0.2743147716,3.83946,1.395
BMDS_TeTaSe-TeTaSe_32,2.5773616635,9660.0640561112,2.6666666667,693.794664223,313.3963436522,11.237707974,57.6361091774,4.5928774501,54.1366184928,120.495490749,0.0790695373,3.47077,3.548
BMDS_CaCl2-CaCl2_672,1.5611990675,4259.0100946449,3.3333333333,1575.5718921254,519.1712538522,20.3807918508,76.7470549173,4.5145326422,8.7701387817,65.912176576,0.0004017934,2.70892,0.346
BMDS_TeWSe-TeWSe_240,2.7847735049,10597.293257923,2.6666666667,661.2429192223,274.6595718473,10.2078869013,54.9319143695,4.3773869263,64.0843143837,114.8420334786,0.07535972,3.49251,3.629
BMDS_PbO2-PbO2_424,2.8127184526,1866.1017380532,3.3333333333,482.0731482851,362.4096008385,10.1233135636,54.7033359756,2.188133439,42.5788569121,18.1204800419,0.0009142295,2.12509,0.958
BMDS_TeHfS-SHfTe_118,2.3513384067,8050.7609175827,2.6666666667,760.3521767234,456.211306034,12.5172219761,60.8281741379,3.953831319,42.2079635882,73.7541611422,0.0102267368,3.19292,2.408
BMDS_TlI2-TlI2_556,3.0012788901,828.9951742599,3.6666666667,1286.9806754747,178.7473160382,16.460497383,74.1147407963,5.9291792637,44.1522787815,143.433821894,0.019575011,4.20173,3.424
BMDS_Os2Se2-Os2Se2_640,2.0094105533,11222.9120958727,2,778.2602626939,327.2684181585,15.9284952632,63.8572523236,4.7094723589,57.6757572579,115.3421620095,0.0814179967,2.8585,2.65
BMDS_SeNbS-SNbSe_89,2.1549943895,8116.7358944187,2.6666666667,687.3813023508,378.0597162929,10.2298816774,54.9905041881,3.5743827722,31.280557292,66.675986328,0.0092452785,3.1981,3.63
BMDS_TeWS-SWTe_274,2.6780117968,11119.5436471665,2.6666666667,672.558467034,353.0931951929,9.7931252298,53.8046773627,3.4973040286,58.7770787569,65.2381713023,0.0090459114,3.38764,3.233
BMDS_TaCl2-TaCl2_452,2.4335527306,9798.3840676014,3.3333333333,1096.5995509213,380.1964059068,8.5500161537,53.4160239704,3.1421190571,48.125669203,45.8749382334,0.0002796486,3.61292,2.963
BMDS_BiVAs-AsVBi_78,3.2465039757,3680.9663448858,2,262.6856129013,191.962563274,9.8220871744,50.5164640195,4.0413171216,53.3525000666,101.032928039,1.6906176625,3.69187,6.142
BMDS_SeTaTe-TeTaSe_152,2.5773616635,9248.2180334704,2.6666666667,685.1492478464,277.3737754163,11.237707974,57.6361091774,4.9350918483,54.1366184928,136.8857592963,0.0846530354,3.47077,3.401
BMDS_PdTe2-PdTe2_534,2.5199808392,4473.3533628318,2.6666666667,769.7118750944,186.1553430828,14.1827918646,64.7496845505,5.5441917396,43.8838585844,153.7805008075,0.0951010992,2.86822,4.307
BMDS_BrBiS-SBiBr_103,1.7895367306,640.9162372785,4,821.476848601,225.9061333653,14.6104670908,65.7181478881,4.2716796127,34.410005549,79.6832543143,0.0110488636,3.35116,1.302
BMDS_Re2S2-Re2S2_647,2.0620775553,11682.3590581344,2,760.9071110996,380.4535555498,14.474539841,60.872568888,3.9567169777,51.5632574348,73.8079897767,0.0102342006,2.9245,2.344
BMDS_SeCrTe-TeCrSe_343,3.0537091264,4882.8839094899,2.6666666667,637.273745032,144.0734544499,9.7220853546,53.6087272372,4.5902472697,44.6575228303,127.3207271883,0.0787378181,3.28042,3.321
BMDS_SeZrS-SeZrS_31,2.0396239473,6310.8822150965,2.6666666667,738.9047067746,413.4125068283,12.1219976656,59.8606344729,4.1528315166,26.1867689776,90.3521451575,0.0431931891,3.02917,1.889
BMDS_ClSbSe-SeSbCl_282,1.7701786126,1607.1745944368,4,764.79829644,117.6612763754,13.3217865959,62.7526807335,4.6280102041,29.7571692716,113.347029575,0.0800096679,3.52774,1.339
BMDS_ClTiI-ITiCl_341,2.509334088,5511.709968178,3.3333333333,1046.9110334306,216.3332420029,10.8921639911,60.2895920336,4.8231673627,32.2323076408,116.678092818,0.0159235452,3.37946,2.413
BMDS_NiTe2-NiTe2_417,2.7903726982,3809.1191872039,2.6666666667,720.6462185989,98.511049861,12.4322796745,60.6221845299,5.1907745504,43.6844163534,143.9776882584,0.0890388335,2.71783,1.395
BMDS_Zr2Se2-Zr2Se2_617,3.4431266899,5873.0330451516,2,700.8821565511,370.2095493578,11.1880949185,57.5082795119,4.241235614,44.2901780808,103.8743298683,0.0733230564,5.9873,3.276
BMDS_IBiSe-SeBiI_248,2.3567299839,209.8548937125,4,811.9385768639,166.5515029464,15.0143646648,66.6206011786,4.9132693369,46.3558243762,120.3334608788,0.0849412665,3.90135,1.385
BMDS_BaBr2-BaBr2_365,2.5881299656,3659.5919819569,3.3333333333,1617.9563570461,792.5294540059,21.5165144898,84.735853573,5.8318205106,23.4866732316,104.6737014725,0.0060810436,3.09228,0.85
BMDS_Pt2O2-Pt2O2_643,1.4453619992,8064.9382952633,2,833.4500312179,523.6972919002,16.4809209507,40.5966892946,5.2775696083,45.1901972349,194.864108614,2.9067229535,0.94586,4.127
BMDS_CuI2-CuI2_681,2.0915913369,3805.9250903163,3.3333333333,1157.1592784796,117.5974876504,15.3654925459,66.6385763352,5.3310861068,33.1058114177,128.9652447899,0.017600424,3.31641,1.562
BMDS_ZrTe2-ZrTe2_471,2.7990971482,5567.2454428501,2.6666666667,753.4760863777,328.8039703962,13.5910894592,63.3838979077,5.4272462583,41.7290402015,150.5367575308,0.0930951001,3.62169,1.643
BMDS_ClSbSe-ClSbSe_222,1.7701786126,2239.4078528272,4,1066.7955724701,164.7257869255,13.3217865959,64.7137020065,4.275026375,29.7571692716,85.3044253722,0.0401793649,3.52774,1.401
BMDS_IAsSe-IAsSe_183,1.9289523592,2485.2569494855,4,937.7461853041,22.9558429695,12.6769365404,63.1285681661,4.8589867619,37.1105921488,118.2225912929,0.0476142443,3.66428,1.499
BMDS_BiNbAs-AsNbBi_94,3.2807434324,5770.8491048191,2,271.160379624,292.0188703643,10.4663728133,52.1462268508,4.1716981481,56.5535253298,104.2924537016,1.7451603919,3.88995,6.392
BMDS_SSbBr-BrSbS_176,1.5972800053,2544.6957494659,4,1294.7243491593,155.5583783648,13.7782481096,67.8074982616,4.6667513509,26.5728377665,83.7622037349,0.0048661852,3.31289,1.375
BMDS_BiWAs-AsWBi_96,3.3589203337,8609.9377478965,2,257.8023586702,261.1075171147,9.4605815006,49.5773766674,3.9661901334,77.1086385037,99.1547533347,1.6591895391,3.93035,4.599
BMDS_Sc2S2-Sc2S2_654,2.0619173195,6537.1178542399,2,917.0783443562,440.197605291,21.0259965287,73.3662675485,4.7688073907,12.3540960114,88.9565994026,0.0123347037,2.07759,2.921
BMDS_HgTe2-HgTe2_695,2.9523629536,1714.4054644131,2.6666666667,667.7313333566,168.5126393329,12.3249462153,56.1708797776,4.809631581,60.1886051141,133.4058394719,0.0825009797,4.5469,1.336
BMDS_SeWS-SWSe_297,2.298184136,10736.6816813334,2.6666666667,649.4013065428,340.935685935,9.1305685841,51.9521045234,3.376886794,53.9299723254,62.9919267347,0.0087344476,3.2476,3.197
BMDS_ClSbSe-ClSbSe_27,1.5629807054,2302.1627640466,4,1096.6903776326,169.3418965462,14.0785412561,66.5271736432,4.3948254104,26.2741178135,87.6949107114,0.0413053109,3.24973,1.248
BMDS_HfSb2-HfSb2_501,4.5502145138,5213.9441431174,2,335.8334283492,244.0649915329,9.1710672208,48.8129983066,4.5558798419,77.5093086318,139.9305951455,0.7907705726,4.90328,4.324
BMDS_BrBiS-SBiBr_262,2.0229257545,623.6995972083,4,799.4098913206,219.8377201132,13.8359698712,63.9527913056,4.1569314349,38.8977131619,77.5427594581,0.010752063,3.60298,1.444
BMDS_BrSbSe-SeSbBr_86,1.6725716564,1670.1685265882,4,794.7749101584,122.2730631013,14.38646421,65.2123003207,4.8094071487,30.5510399245,117.7897174542,0.0831456829,3.41909,1.372
BMDS_ISbS-SSbI_72,1.8586970436,2104.9932128653,4,816.8069585446,183.7815656725,14.444574718,65.3445566836,4.2473961844,30.4522553546,79.2302749788,0.0109860536,3.44933,1.214
BMDS_In2S2-In2S2_579,2.7129610805,162.5349097823,2.5,785.3825068002,267.0300523121,13.3548561877,62.830600544,4.0839890354,33.4408408325,76.1821031596,0.0105633947,5.17458,1.861
BMDS_SbZrBi-SbZrBi_206,4.7735471091,4679.1561158116,2,323.9623440654,226.6403230087,9.6200158757,49.994188899,4.8327715936,73.4696386074,151.6490396603,0.5361043523,5.00113,4.444
BMDS_TeSbCl-ClSbTe_130,1.7614560931,3074.1055593737,4,1465.2992982892,226.722527529,15.2663931401,71.3756105184,4.1985653246,29.2788813362,61.2990537393,0.0003736723,3.32636,0.989
BMDS_Zr2Te2-Zr2Te2_618,3.8441114985,5277.029898761,2,714.1980494004,311.6637124092,12.210725478,60.0797517897,5.144328747,51.5572564045,142.6894105006,0.0882421354,6.33559,3.654
BMDS_BiMoAs-AsMoBi_61,3.5767338517,5999.4481423722,2,259.112378242,252.4684711076,9.5570351847,49.8293035081,3.9863442806,62.1521949434,99.6586070162,1.6676206907,3.89399,1.712
BMDS_TeSbBr-BrSbTe_177,1.8602354265,2703.2256262378,4,1375.3833008508,165.2493799543,15.5480261597,72.0317810057,4.9574813986,33.2007109101,88.98043536,0.0051693396,3.51378,1.207
BMDS_CaI2-CaI2_380,2.625649491,3313.2119682258,3.3333333333,1343.2124878394,359.4640465424,17.9303630176,77.3530226737,6.1882418139,27.0228467361,149.7008497626,0.0204302983,3.52919,1.442
BMDS_BrSbTe-BrSbTe_191,2.1117708626,1685.9828938537,4,1059.6312950261,100.8584565973,14.6763207451,67.9250830145,5.2281730563,37.6900111234,121.4418150865,0.0508820622,3.82003,1.426
BMDS_Hf2Se2-Hf2Se2_627,2.2908551901,8795.3578178924,2,852.4327905015,459.0022718085,19.1094461507,69.9432033232,5.1583112451,44.5785799635,126.3349110025,0.0891775842,3.04852,5.982
BMDS_WS2-WS2_716,1.4771675899,11627.1036023297,2.6666666667,703.2579054466,369.2104003595,12.3642739641,56.2606324357,3.6569411083,32.5550245788,68.2160168283,0.0094588188,2.88095,3.092
BMDS_SnTe2-SnTe2_709,1.9092048292,930.420780077,3.3333333333,813.3377717191,94.0769241736,18.2863455593,68.4195812172,5.8584266417,33.150790483,162.4965053908,0.1004912599,3.60686,1.302
BMDS_SAsBr-BrAsS_157,1.3343938036,3062.7763402571,4,1206.2329532243,74.3211924353,11.9589619999,63.17301357,4.3477897575,24.4603414994,78.037252057,0.0045335927,3.13695,1.391
BMDS_Rb2Cl2-Rb2Cl2_645,2.7191595601,902.1322309088,2.5,2235.1565283769,1191.2295538055,41.0169108105,108.8758194338,6.4044599667,9.32513312,93.5051155138,0.0005699969,0.83947,0.062
BMDS_SeHfTe-TeHfSe_148,2.4313737692,6901.6800904626,2.6666666667,736.0904556652,328.9573540039,12.9711318773,61.9213842831,5.3020185292,46.4569305656,147.0632876723,0.0909470332,3.33301,2.292
BMDS_ISbTe-ISbTe_211,2.3740954429,1461.6921917615,4,1016.4105578125,58.6310169319,15.1887409387,69.100841384,5.7165241509,41.4825713772,148.4621107312,0.0586100773,4.01667,1.427
BMDS_Li2Rh-Li2Rh_511,5.216917923,4962.0555129025,0,165.8368475301,16.6949846507,6.7051972343,2.7824974418,3.6172466743,28.2239375539,456.6426114143,2.3567753332,3.9137,6.682
BMDS_HfTe2-HfTe2_503,2.8689771727,6971.6393034983,2.6666666667,743.5518720633,332.2918460851,13.2352228478,62.5490533807,5.3557626957,53.5450037167,148.5540017792,0.0918689222,3.70009,2.471
BMDS_MoSb2-MoSb2_409,4.0989225194,6601.9948002031,2,341.9932855714,188.8916402865,9.5107585859,49.7083263912,4.6394437965,60.310585227,142.4972023214,0.8052748875,4.08534,0.883
BMDS_BrBiS-BrBiS_43,1.7895367306,892.6167436898,4,1077.3668869402,213.5839806363,14.6104670908,67.7718400096,4.5386595885,34.410005549,82.9691617087,0.0080299362,3.35116,1.333
BMDS_TeTaS-TeTaS_60,2.4746682213,9686.0017744726,2.6666666667,691.0754642363,334.7341433641,10.866110878,56.6745639558,4.2683030979,49.1927268174,101.6599990958,0.0463845884,3.3355,3.643
BMDS_HgCl2-HgCl2_403,1.6729234227,250.5044285229,3.3333333333,1393.910165091,367.4490979609,13.8149012127,67.8982028841,3.9940119344,33.4982035183,58.3125742416,0.0003554671,2.91647,1.428
BMDS_Ga2Te2-Ga2Te2_602,2.5749529878,1734.2306687907,2.5,785.8264995926,53.7105388786,14.7829786666,66.1052786198,5.6602644818,40.7654882477,157.000036722,0.097092128,5.01791,1.723
BMDS_Al2Se2-Al2Se2_593,2.1752056486,1660.5557486665,2.5,736.8156438209,56.6781264478,12.3647907115,60.4566682109,4.4586792806,26.2964590419,109.199856956,0.077082252,4.91595,1.99
BMDS_Al2Te2-Al2Te2_594,2.4514200394,867.6105634881,2.5,782.7879568115,20.5780219982,14.6688484911,65.8496703942,5.6383780275,31.9818607482,156.3929671863,0.0967167034,5.13383,1.618
BMDS_SWSe-SeWS_357,2.298184136,10393.6679112175,2.6666666667,633.1662738792,292.2305879443,9.1305685841,51.9521045234,3.8314677086,53.9299723254,93.8384887954,0.0662389333,3.2476,3.294
BMDS_Bi2O2-Bi2O2_596,2.636050226,1950.3611217585,3.5,561.684881879,378.4401686419,13.7430106123,63.7372915607,2.5494916624,54.5228994802,21.1129778295,0.0010652095,3.4167,1.584
BMDS_Rh2Te2-Rh2Te2_649,2.6815805609,6133.8089462277,2,770.4019319126,202.5241671695,16.4065299103,64.8077334942,5.5491621804,47.0829913418,153.9183670488,0.0951863586,3.2769,3.253
BMDS_Li2Ti-Li2Ti_513,5.0101438268,4311.5392673728,0,172.7734906209,26.0899566374,7.2774279981,2.8988840708,3.7685492921,13.8716122073,475.7431120726,2.455354808,4.69396,9.271
BMDS_GaAs-GaAs_733,1.2853024178,1592.9500460334,2,216.3492865123,44.5246426873,14.1888178135,56.6677270565,4.9179491695,19.8231767532,161.9077915901,1.8376534345,0.58518,0.657
BMDS_FeBr2-FeBr2_388,2.2462657674,5563.2069022656,3.3333333333,1168.6622835073,223.219536591,11.2254083027,61.2053568072,4.2123686744,33.1907806246,75.6066172324,0.0043923844,2.60305,1.496
BMDS_BrBiS-BrBiS_202,2.0229257545,868.638787909,4,1048.426072467,207.8465717434,13.8359698712,65.9513160339,4.4167396495,38.8977131619,80.7403990234,0.0078142317,3.60298,1.403
BMDS_AsMoBi-BiMoAs_317,3.9845808347,7632.742335139,2,296.0138207878,152.5509822043,9.123515427,48.6864836822,4.8686483682,69.2392710988,155.7967477831,0.2554417511,4.09181,4.146
BMDS_AsS2-AsS2_362,1.4321842642,2439.9862003827,3.6666666667,695.509435147,90.4162265691,10.4728720796,55.6407548118,3.6166490628,22.4225380432,67.4644152093,0.0093546019,2.91129,1.951
BMDS_Al2O2-Al2O2_591,2.2984086192,2607.8471731148,2.5,418.4807167756,207.7563842148,7.628653514,47.4871735348,1.8994869414,18.0542330922,15.7301262334,0.0007936294,3.94124,2.164
BMDS_ITiCl-ClTiI_281,2.509334088,6275.0825967211,3.3333333333,1237.709859984,344.0053192506,10.8921639911,60.2895920336,3.5464465902,32.2323076408,51.7781202171,0.0003156337,3.37946,2.054
BMDS_ZnBr2-ZnBr2_717,1.4940170377,1672.2485433375,3.3333333333,1271.5795473373,188.0339441534,15.3457775919,66.595355221,4.5833273887,24.243021957,82.2648505671,0.0047791961,2.96657,1.435
BMDS_TiCl2-TiCl2_551,2.160179927,5803.0687251309,3.3333333333,1144.6088985366,318.1291207967,9.3154362175,55.7545881809,3.2796816577,21.4399347901,47.8833522024,0.0002918917,3.16727,2.382
BMDS_Ga2Se2-Ga2Se2_601,2.2808951818,729.3304448849,2.5,744.2536854496,125.9506236915,12.6155710127,61.0669690625,4.5036889684,36.1603268349,110.3022128692,0.0778603856,4.82089,2.148
BMDS_RuCl2-RuCl2_435,1.6568917718,8764.0024848812,3.3333333333,1255.9073939491,356.2602636131,11.2150485542,61.1760048628,3.5985885213,26.9143256971,52.5393924116,0.0003202744,2.4458,1.782
BMDS_ISbS-ISbS_234,2.0957029415,2052.9851718998,4,984.780604567,125.2850930689,13.6996362694,65.6255249409,4.7727654502,34.3352787606,104.0065137699,0.0142785233,3.74003,1.443
BMDS_IBiS-SBiI_105,2.0345152999,654.3348808759,4,838.6758278338,230.6358526543,15.2283166666,67.0940662267,4.3611143047,37.8524539234,81.3515552999,0.0112801899,3.51447,1.217
BMDS_MgCl2-MgCl2_696,0.8535218235,2928.2166544547,3.3333333333,0,257.2029534123,15.1868553355,7.7940288913,5.4558202239,5.9935450787,277.4674285296,6.0793425352,2.69423,3.268
BMDS_PbI2-PbI2_530,2.6062012121,963.0713150912,4,1329.9899523527,175.7100546807,17.5791503038,76.5915622967,6.1273249837,42.0757001198,148.2271999743,0.0202291832,4.0591,1.346
BMDS_AsWBi-BiWAs_156,3.3589203337,10413.2321952102,2,301.4304501375,165.2579222245,9.4605815006,49.5773766674,4.9577376667,77.1086385037,158.6476053355,0.2601159696,3.93035,6.265
BMDS_SbWBi-BiWSb_108,3.8635128305,10618.7266616265,2,307.3788711802,168.5191179716,9.8377104373,50.5557353915,5.0555735391,82.0538036912,161.7783532527,0.2652490917,4.14623,5.651
BMDS_BiNbAs-BiNbAs_34,3.2807434324,6719.2151504785,2,294.1047194384,241.6108510753,10.4663728133,52.1462268508,4.6931604166,56.5535253298,135.580189812,1.0093771311,3.88995,4.613
BMDS_WSe2-WSe2_565,2.420511932,10612.2363243359,2.6666666667,646.4811256625,298.3759041519,9.5186014085,53.0446051826,3.9120396322,59.601679029,95.811818111,0.0676318716,3.35473,3.772
BMDS_PbSe2-PbSe2_532,1.9043565906,520.6172361829,3.3333333333,952.2592726355,249.0524251508,20.6523495908,78.134094165,5.7623894447,31.0625564257,141.1297075855,0.0996209701,2.42795,0.945
BMDS_Os2O2-Os2O2_610,2.8218803629,8998.6223234671,2,390.2576733541,379.1865336845,6.6343907346,44.2845586785,1.7713823471,95.6075835876,14.6692600622,0.0007401057,5.10531,5.103
BMDS_TaSb2-TaSb2_454,4.1749951109,7831.6755011939,2,338.7067880259,219.8968488153,9.3284318271,49.2306377945,4.5948595275,76.813230462,141.1278283441,0.7975363323,4.42784,4.988
BMDS_GeSe-GeSe_739,1.3982479472,1316.9082852164,3,576.399779144,40.3846979018,11.6729661374,55.0700425934,4.3688900457,24.1887856352,126.4775311561,1.1370128127,1.44565,0.769
BMDS_TiBr2-TiBr2_550,2.3221653691,5812.4214776987,3.3333333333,1126.2607519466,284.5144228577,10.4259648734,58.9846974217,4.0595350578,33.0429023806,72.8634497563,0.0042330195,3.38168,2.127
BMDS_ClAsS-SAsCl_80,1.2055081211,2561.4193734658,4,730.1235315734,94.9160591045,11.5414718712,58.4098825259,3.7966423642,19.3335126634,70.8219825626,0.0098201615,3.0157,1.426
BMDS_SBiCl-ClBiS_125,1.6804659343,1516.0146481358,4,1419.2304511786,260.260025431,14.3215524589,69.1315692551,4.0665628974,30.2160621723,59.3718183015,0.0003619241,3.18386,1.105
BMDS_Ti2Br2-Ti2Br2_658,2.4690074075,6274.4832462593,2.5,1215.7934943504,307.132059571,14.0288484,63.6737196671,4.3822501183,29.3230315741,78.6557713535,0.0045695258,3.81429,2.677
BMDS_ClZrI-IZrCl_328,2.7563062214,6329.6238079824,3.3333333333,1073.1441565152,330.8134086818,11.4448176332,61.8003071164,4.9440245693,37.1029489388,119.6017708311,0.0163225517,3.63916,2.419
BMDS_BrBiSe-SeBiBr_83,1.8562227232,211.1000267103,4,816.7560557245,167.5397037384,15.1928929094,67.0158814953,4.9424212603,37.9221881908,121.047435951,0.0854452489,3.4621,1.336
BMDS_SeHfS-SeHfS_11,2.0684040427,7651.43421164,2.6666666667,731.859560058,416.8820278811,11.89206342,59.2898884098,4.1132360084,38.014727282,89.4906753185,0.0427813601,3.01327,2.102
BMDS_ReS2-ReS2_703,1.3993190911,11164.7854357671,2.6666666667,727.1959875314,363.5979937657,13.2201667186,58.1756790025,3.7814191352,31.1337130196,70.5380107905,0.009780786,2.59451,2.742
BMDS_VAs2-VAs2_460,3.0914493737,3232.2358268791,2,230.6627580024,168.5612462325,7.5735319372,44.3582226928,3.5486578154,44.722161986,88.7164453855,1.4845218528,3.8576,5.103
BMDS_SeWS-SeWS_237,2.298184136,10565.1747962755,2.6666666667,641.283790211,316.5831369396,9.1305685841,51.9521045234,3.6041772513,53.9299723254,78.415207765,0.0374866904,3.2476,3.234
BMDS_ISbSe-ISbSe_13,1.9208786789,1931.3022147296,4,1021.5972048003,100.0339980221,15.0453423964,68.7733736402,5.2934657287,34.1123382877,128.7937724534,0.0518717961,3.57649,1.398
BMDS_TeHfSe-SeHfTe_254,2.7143215703,7621.9252212724,2.6666666667,738.7054762168,397.7644871936,12.4282512757,60.6117313819,4.4701151894,51.8632924006,109.4799398085,0.0772799575,3.51669,2.439
BMDS_Tl2O2-Tl2O2_613,4.9310465657,1894.6957893303,2.5,511.5896328908,391.8558890227,11.401059044,58.0527242997,2.322108972,60.8906551999,19.2299649243,0.0009702062,4.58225,1.159
BMDS_Cu2Se2-Cu2Se2_624,1.3477097638,3206.100266075,2,723.7916944148,155.8935957201,13.7769982367,59.3880364648,4.3798676893,19.1236401627,107.2696408645,0.0757197465,3.19252,2.794
BMDS_SSbI-ISbS_132,1.8586970436,2111.1601054023,4,1205.6070708118,73.512626269,14.444574718,69.4285914763,5.5542873181,30.4522553546,134.3647446806,0.0183373162,3.44933,1.424
BMDS_TeMoSe-SeMoTe_255,3.0277213169,8258.971958918,2.6666666667,670.4827360487,299.1384514679,10.2384652913,55.013968086,4.0572801463,49.6451125897,99.3689798554,0.0701428093,3.48211,3.35
BMDS_NiH2-NiH2_523,2.0726786864,4263.7998625608,0,181.1006073515,238.8139877163,5.3591964457,2.4876457054,0.7960466257,20.0200368335,11.2118191941,0.004515077,1.85871,2.925
BMDS_SbVAs-AsVSb_261,3.2973553458,3532.8888961081,2,252.118329274,184.2403175464,9.0476990613,48.4842940911,3.8787435273,46.0436552876,96.9685881823,1.6226077089,3.79065,5.38
BMDS_ITiBr-BrTiI_278,2.5915313144,6074.7301530507,3.3333333333,1177.087755301,297.3542696694,11.3881551783,61.6466168827,4.2427377502,37.3298075354,76.151703208,0.0044240513,3.49511,1.947
BMDS_ZnF2-ZnF2_719,1.0664360806,2188.1812653057,3.3333333333,1122.881590507,342.3419483253,11.7198123561,58.1981312153,2.05405169,16.1291269872,12.8035888674,0.000955134,1.837,0.808
BMDS_ITiCl-ITiCl_221,2.509334088,5893.3962824496,3.3333333333,1142.3104467073,280.1692806267,10.8921639911,60.2895920336,4.1848069765,32.2323076408,84.2281065175,0.0081195895,3.37946,2.124
BMDS_CuSe2-CuSe2_387,2.358348315,2939.4386571368,2.6666666667,663.5916252494,142.9274269768,10.0293241642,54.4485436102,4.0155800913,37.6309381542,98.3476818959,0.0694218931,2.99593,1.413
BMDS_Bi2Zr-Bi2Zr_374,5.080889738,5371.3247139253,2,309.3362047929,213.6861941003,9.9635098995,50.877665262,5.0877665262,86.0695932273,162.8085288384,0.2669381504,5.03583,4.289
BMDS_SbWAs-SbWAs_185,3.4470224252,8516.2762746468,2,285.9685596521,219.3688178347,8.6278848535,47.3457880219,4.1033016286,73.9667110901,115.2080841866,1.1757537359,4.07449,5.2
BMDS_SeSbBr-BrSbSe_146,1.6725716564,2600.258959912,4,1322.994542756,158.9549820317,14.38646421,69.2880690907,4.768649461,30.5510399245,85.5911441709,0.0049724379,3.41909,1.338
BMDS_SrCl2-SrCl2_449,2.5106183876,3916.3777164261,3.3333333333,1556.0289424325,624.1949912337,17.2153744433,75.7951060784,4.4585356517,15.7776273704,65.0946205144,0.0003968097,2.79776,1.021
BMDS_InSb-InSb_746,1.7580765994,1108.6234035115,2,308.9449013857,53.7905581519,18.947515573,65.4841577502,6.5951901734,24.3457761106,252.5817513221,2.4767043949,0.75982,0.591
BMDS_TiS2-TiS2_713,1.4426191801,5711.603395418,2.6666666667,735.7279724106,323.7203078607,13.5323951591,58.8582377928,3.8257854565,13.5012475228,71.3656133238,0.0098955412,2.70726,1.661
BMDS_BrTiI-ITiBr_338,2.5915313144,5635.7699781302,3.3333333333,1070.4753708098,221.2025664614,11.3881551783,61.6466168827,4.9317293506,37.3298075354,119.3043350259,0.0162819594,3.49511,2.238
BMDS_SnSe2-SnSe2_446,1.9950631539,42.8780722684,3.3333333333,754.6231130268,162.5342089596,12.9696400193,61.9177938894,4.5664372993,35.9229818357,111.8390152127,0.0789451872,3.19231,1.519
BMDS_BrZrCl-ClZrBr_337,2.5043776476,6829.0325935522,3.3333333333,1218.2234589806,443.3076770503,10.5518581992,59.3403977154,3.4906116303,32.8424559278,50.9629298026,0.0003106644,3.54101,2.219
