bilayers,density,packing_fraction,mean_wt_CN_3,std_dev_wt_CN_3,avg_s_valence_electrons,avg_p_valence_electrons,avg_d_valence_electrons,min_MeanBondLength,max_MeanBondLength,mean_BondLengthVariation,lattice_constant,Area,static_dielectric_constant,layer_thickness,avg_surf_NN_thickness,mean_surf_Z,mean_surf_period,mean_surf_group,mean_surf_mass,mean_surf_kai_P,mean_surf_kai_A,mean_surf_EA,mean_surf_IE1,mean_surf_Rvdw,mean_surf_Rcov,mean_surf_MP,mean_surf_BP,mean_surf_Cp_g,mean_surf_Cp_mol,mean_surf_rho,mean_surf_E_fusion,mean_surf_E_vapor,mean_surf_Thermal_Cond,mean_surf_Ratom,mean_surf_Mol_Volume,mean_surf_Elemental_polarizability,mean_surf_Z_NN,mean_surf_period_NN,mean_surf_group_NN,mean_surf_mass_NN,mean_surf_kai_P_NN,mean_surf_kai_A_NN,mean_surf_EA_NN,mean_surf_IE1_NN,mean_surf_Rvdw_NN,mean_surf_Rcov_NN,mean_surf_MP_NN,mean_surf_BP_NN,mean_surf_Cp_g_NN,mean_surf_Cp_mol_NN,mean_surf_rho_NN,mean_surf_E_fusion_NN,mean_surf_E_vapor_NN,mean_surf_Thermal_Cond_NN,mean_surf_Ratom_NN,mean_surf_Mol_Volume_NN,mean_surf_Elemental_polarizability_NN,Y_Corr
BMDS_CuS2-CuS2_386,22.4892521626,1.9818766948,0.6666666667,0.4714045208,1.6666666667,2.6666666667,3.3333333333,0.6439384355,1.1780307823,0.2995418882,3.3782212752,9.8832340368,23.207434,2.54293,2.3282500979,54.051540403,10.1346638256,54.051540403,108.3226651889,8.71581089,8.7462148815,675.6442550378,3376.8699866789,6.0807982953,3.5133501262,1311.9660144324,2425.1237068199,2.3917806628,76.6856229468,6.6213136994,5.8443228061,33.7822127519,0.0090874152,297.2834722166,5.5267700062092E-05,65.5374927387,43.9168765775,3.3782212752,16.8911063759,106.3497839642,2.2971904671,2.4965055224,275.6628560554,858.4060260255,0.540515404,0.6080798295,3274.881486381,8385.1843737849,1.0911654719,5.8781050188,23.5124200753,38.4103758989,981.3732804424,13.5375798983,192.5586126858,3.12012516976456E-05,91.5497965576,1.033
BMDS_BrTiCl-ClTiBr_309,27.6465767272,2.2494944358,0.6900562693,0.4383266276,2,3.3333333333,4,0.7213083498,1.1412306086,0.3175985632,3.3804582107,9.8965660591,6.257789,3.27205,2.4935969715,57.4677895815,10.141374632,57.4677895815,119.8473849431,10.6822479457,9.6985346064,1179.7799155263,4229.6293131991,5.9158018687,3.3804582107,580.0866289522,808.301362755,1.6192394829,114.7631757943,10.8647926891,10.8174662742,34.4806737489,0.0003008608,267.0561986435,0.0372898345,49.3546898759,16.9022910534,3.3804582107,43.9459567388,41.9650082273,5.4763423013,5.0335022757,1154.0884331251,2002.5834440051,1.2169649558,1.6226199411,5981.3827579719,11226.1298672551,0.1521206195,30.0488930347,4.3709324664,52.3971022655,1402.890157431,0.7400194874,327.9044464357,0.0372539307,288.6911311918,0.193
BMDS_SeTiS-STiSe_256,26.28121554,2.1967012278,0.6884839678,0.4180458092,2,2.6666666667,4,0.7067726102,1.1501526313,0.3185605095,3.4208371148,10.134191201,6.651267,3.11776,2.4289253869,54.7333938368,10.2625113444,54.7333938368,109.6891420861,8.8257597562,8.8565472902,684.1674229604,3419.4687799561,6.1575068066,3.5576705994,1328.5163019045,2455.7163396029,2.4219526773,77.653002506,6.704840745,5.9180482086,34.208371148,0.0092020518,301.0336661026,5.59648951981607E-05,66.3642400272,20.5250226888,3.4208371148,41.0500453776,54.0560680881,3.5576705994,4.1357920718,658.1690608879,1165.8212887245,1.0604595056,1.5051683305,5311.3285379262,9722.4637890922,0.6294340291,8.0731755909,8.7128721314,58.0516058382,1420.3315700658,0.7399612763,301.0336661026,1.96321842018487E-05,275.719471453,0.063
BMDS_HfSb2-HfSb2_399,76.8095864008,4.5091370444,0.5138721531,0.3633624841,2,2,7.3333333333,0.828468272,1.0857658643,0.2748083007,3.2622851738,9.216423481,14.610785,4.87418,3.0800826009,166.3765438643,16.3114258691,48.9342776072,397.2158427631,6.6876846063,6.4723737848,336.6678299372,2720.7458349575,6.720307458,4.5671992433,2948.388094386,6067.8504232866,0.675293031,82.3074549352,21.847523809,64.2670179241,221.7375232639,0.7927352972,433.8839281167,5.93116067450396E-05,140.2782624738,68.50798865,3.2622851738,35.8851369119,185.0694379102,2.4467138804,2.6881229832,336.6678299372,572.5310480037,0.5545884795,0.7829484417,5226.8985511819,9839.052084211,0.205523966,1.6311425869,21.5734918544,18.9212540081,1934.8613365867,0.0424097073,244.6713880358,1.5597E-05,195.7371104286,0.45
BMDS_SeAsCl-ClAsSe_159,24.2690292172,1.3068669556,0.6949391253,0.4314212263,2,4,6.6666666667,0.6614757159,1.1717728327,0.30225926,3.7557434013,12.2159744659,4.297531,3.08991,2.7080762329,63.8476378219,11.2672302039,63.8476378219,133.1523708058,11.8681491481,10.7752278183,1310.7544470492,4699.1861436903,6.5725509523,3.7557434013,644.4855676609,898.0358046817,1.7990010892,127.5037327303,12.0709592917,12.0183788841,38.3085826931,0.0003342612,296.7037287017,0.0414296055,54.8338536588,60.0918944206,3.7557434013,7.5114868026,148.233934008,3.6806285333,2.471279158,1017.8064617488,1142.4971426715,0.3755743401,0.7511486803,3449.274739742,2433.3085922598,0.5633615102,34.9622153226,9.4381831674,92.0157133315,83.3775035086,1.8850489263,131.451019045,0.0413804728,57.8384483798,0.048
BMDS_Tl2S2-Tl2S2_614,49.9515430606,4.188123824,0.7998139255,0.2001860745,2,2.5,5,0.7678620581,1.2321379419,0.2845172628,4.0727881347,14.3652313932,4.271628,5.29459,2.6381440795,65.1646101553,12.2183644041,65.1646101553,130.5939515393,10.5077933875,10.5444484808,814.5576269412,4071.1590194521,7.3310186425,4.2356996601,1581.7079999944,2923.7324182614,2.8835339994,92.4522906578,7.982664744,7.045923473,40.7278813471,0.0109558001,358.4053558541,6.66308138837902E-05,79.0120898133,264.7312287559,12.2183644041,12.2183644041,701.8159276327,3.9098766093,3.2582305078,736.3600947548,1670.6576928564,0.6516461016,1.6291152539,768.2907537309,4187.3556649353,2.35814433,14.7434930476,40.2798746522,10.0597866927,619.4303474074,1.86659953,276.94959316,3.42114203315305E-06,124.627316922,0.11
BMDS_Ga2S2-Ga2S2_578,25.8170630723,2.0454666487,0.7675775616,0.2324224384,2,2.5,5,0.7410516517,1.2589483483,0.3094025514,3.6390728136,11.4687597626,3.150063,4.628,2.3621402159,58.2251650172,10.9172184407,58.2251650172,116.6868697673,9.388807859,9.4215595144,727.8145627154,3637.6171844516,6.5503310644,3.7846357261,1413.2703178808,2612.3812006825,2.576463552,82.6069528682,7.1325827146,6.2955959675,36.3907281358,0.0097891059,320.2384075948,5.95352312301197E-05,70.5980125834,54.5860922037,3.6390728136,10.9172184407,137.0402040137,2.8020860665,3.0313476537,622.645358403,1531.3218399532,0.254735097,0.6914238346,310.9587719202,6401.6021585477,1.2190893925,12.1181124692,14.3525031767,14.0468210604,895.4302565088,1.4676744564,174.6754950517,1.65614203745889E-05,111.3556280955,0.004
BMDS_AgLi2-AgLi2_472,24.8063499808,5.2389634799,0.5650524959,0.3995524515,1,0,3.3333333333,0.8039786247,1.0980106887,0.302844359,3.0174135086,7.8849964714,4.958215,4.21213,2.7332103649,9.0522405258,6.0348270172,3.0174135086,20.9438671632,2.9570652384,2.7518811198,179.8378451124,1569.6585071727,5.4916925856,3.9226375612,1368.9703347158,4873.1228163858,10.8083751878,75.0128998237,1.6143162271,9.0522405258,443.8615271148,2.5557492418,503.9080559359,3.91358532065161E-05,495.1952744298,132.7661943783,9.0522405258,30.174135086,304.539096665,2.8665428332,2.8906821412,199.1492915675,636.0707676125,0.8750499175,0.1810448105,2357.3241294571,2474.2790770504,10.0992830133,1.4785326192,30.0383514781,25.0445321214,312.3928205452,10.3889547101,6.0348270172,8.10779009760283E-06,329.2375314569,0.085
BMDS_TeCrS-TeCrS_193,38.2553941089,2.9580259843,0.7180211586,0.2895602551,1.6666666667,2.6666666667,5,0.717486263,1.146433904,0.3236239447,3.2716902378,9.269686553,10.374635,3.17511,2.4737890473,111.2374680865,13.0867609514,52.3470438054,260.0494806321,7.6557551565,7.7653567795,638.3067654024,3057.2309427487,6.314362159,3.9423867366,1817.456644022,3237.1248304762,1.4886190582,79.2239791093,13.4139299751,31.4573016368,99.1812895601,0.0428427837,345.163320092,6.02138229823079E-05,93.897509826,58.8904242811,3.2716902378,32.7169023784,155.1427331558,2.2247493617,2.3670678871,427.9370831093,921.1443864636,0.4253197309,0.5398288892,5314.8280744671,6394.7312297218,0.8277376302,4.9566107103,9.945938323,35.6123482389,1011.5575461863,3.0227309692,197.9372593893,3.639591805084E-05,177.6527799147,0.102
BMDS_Sb2-Sb2_759,30.3260156959,1.9153768521,1,0,2,3,10,1,1,0.4125320685,4.1197209067,14.690609185,5.596138,1.6447,2.89140366,210.0646322442,20.5945717886,61.7837153659,501.5190121971,8.4437744333,8.1719260857,425.0719617176,3435.174574346,8.4849635769,5.7664801008,3722.5924182283,7661.1807053759,0.852615272,103.9202092455,27.5843694537,81.1426128473,279.9626088948,1.0008961889,547.815609578,7.4886E-05,177.1133173823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026
BMDS_BrAsSe-BrAsSe_19,29.0365998748,1.4294938469,0.6674001157,0.4703672673,2,4,10,0.6714811448,1.1697312742,0.3080282168,3.8157776911,12.609446903,4.916973,3.22742,2.7345249004,131.6443303421,15.2631107643,62.9603319027,303.0948535575,10.5124675389,9.7664830003,991.3390441413,3970.125898679,7.1545831708,4.483538787,1449.6139448394,2461.1766107434,1.5167716322,192.7978915081,15.1467295447,21.36835507,78.3092976651,0.0412485568,375.8541025709,8.01217920683473E-05,95.2036533923,5.7236665366,0,5.7236665366,17.2106836978,2.1940721724,1.3297985253,693.7083842374,379.4790913774,0.0953944423,0.0953944423,2709.5837384324,1194.3384173065,0.2919069934,98.7771292,6.7062292921,84.3286869728,45.3218995257,1.8742718441,59.1445542117,3.02037883137042E-05,19.2696773399,0.178
BMDS_PbSe2-PbSe2_702,35.4099141633,2.1708806733,0,0,2,3.3333333333,10,0.6700502382,1.1649748809,0.3243962994,4.1064876495,16.8630271764,4.298466,3.4209,2.6723504575,139.6205800827,16.425950598,65.7038023918,324.2482648037,10.4715435062,9.9951909389,800.7650916506,3864.2048781701,7.802326534,4.8456554264,2028.6048988481,3934.0151682114,1.3181825355,104.152846254,19.7891639829,22.1750333072,108.0827549346,0.083772348,422.9682278975,6.72848001368937E-05,118.6774930703,197.1114071755,8.212975299,8.212975299,526.6159761706,0.9034272829,2.3817628367,656.6273751535,925.602316195,0.4927785179,1.1087516654,437.7926483121,4369.3028590574,0.7843391411,6.0652822583,26.7784059623,2.5870872192,622.4613979097,1.3658177922,209.430870124,7.74894219458763E-06,74.3274264558,0.303
BMDS_ClBiTe-ClBiTe_203,41.1640085973,2.1882216144,0.789017206,0.2976512605,2,4,6.6666666667,0.7207689958,1.1401236133,0.286504551,4.1868940422,15.181527701,4.215536,3.69098,3.0412836004,144.4478444561,16.7475761688,69.0837516964,339.8868247288,11.011531331,10.5237581751,1128.786633779,4439.15440825,7.9760331504,4.96146944,1872.085933092,3140.4008108276,1.4256374214,124.9348247724,19.7914481375,43.3343533368,127.3443822937,0.0493823218,422.8762982629,0.023135623,110.11531331,203.064361047,8.3737880844,6.2803410633,535.0919669692,2.5540053657,2.1081011503,746.9418971297,1495.7678965785,0.690837517,1.3188716233,1153.6149154493,4550.9235447067,0.9148363482,18.0852888153,21.1563755953,29.9362924018,622.1096512613,0.2801262393,175.8495497727,0.0230500052,90.8556007159,0.175
BMDS_Ni2Se2-Ni2Se2_638,31.1345354679,2.2715087238,0,0,2,2,9,0.6797035145,1.3202964855,0.2696869618,3.8947418134,15.168849645,22.04129,2.59217,2.3392510176,132.421221656,15.5789672536,62.3158690146,307.528813587,9.9315916242,9.4798015738,759.4746536153,3664.9520464207,7.4000094455,4.5957953398,1924.0024558255,3731.1626572487,1.2502121221,98.7823366136,18.7687607988,21.0316057924,102.509604529,0.079452733,401.1584067814,6.38153446127556E-05,112.5580384076,23.3684508805,0,23.3684508805,77.9992153488,2.4926347606,2.1576869646,323.2635705132,794.1378557547,0.2726319269,0.0389474181,4806.1113977504,8677.4847602819,0.479053243,2.7535824621,15.925599275,45.9579533983,1367.755430034,3.4530780918,179.158123417,3.8149E-05,78.2843104496,0.777
BMDS_SHfSe-SeHfS_131,38.014727282,2.0684040427,0.684221034,0.4465788965,2,2.6666666667,4,0.6571476287,1.1753165891,0.3077697431,3.7056180256,11.89206342,4.509481,3.01327,2.6872836541,125.9910128707,14.8224721024,59.2898884098,292.5955993022,9.4493259653,9.0194742743,722.595514994,3486.986562099,7.0406742487,4.3726292702,1830.5753046513,3549.9820685344,1.1895033862,93.9855899835,17.8573732654,20.0103373383,97.5318664341,0.0755946077,381.6786566378,6.07165513496199E-05,107.0923609401,140.8134849732,7.4112360512,44.4674163073,368.820162089,4.632022532,4.7209573646,722.595514994,1046.8370922348,1.2228539485,1.7045842918,7455.7034675273,14518.61142434,0.6558943905,1.3599618154,31.4644026555,74.4829223148,2352.141041756,0.7766975382,389.0898926891,1.10612698064458E-05,274.5862956977,0.205
BMDS_GaN-GaN_735,18.4288244707,1.3722719606,1,0,2,2,5,1,1,0.5542003045,3.2099441221,8.9231190369,2.128382,0,1.8532620244,60.9889383195,9.6298323662,44.9392177091,134.3838291791,7.784114496,7.7391752783,57.6184969913,3179.6101501234,5.4890044488,3.1136457984,587.3555754577,4099.6764338343,2.2678255222,88.5206290545,11.4835750967,9.5495837632,415.4515119216,0.6520356285,308.1546357194,0.0179882203,92.1253963036,38.5193294649,3.2099441221,3.2099441221,89.4231048444,1.9741156351,2.1025134,35.1488881367,1321.6944922652,0.5135910595,0.8345854717,384.9685985607,3851.3551565504,1.0705163647,4.9657835569,7.467935,8.3940038792,406.4867799775,0.651201685,128.3977648831,0.0179503141,68.3718098002,1.059
BMDS_IAsTe-TeAsI_259,40.6081944644,2.1794330948,0.6784487647,0.4530294236,2,4,10,0.7353108349,1.1376797225,0.2917997732,3.9613262457,13.5897429306,7.290094,3.80899,2.8414818949,205.9889647786,19.8066312287,63.3812199319,502.7101265528,8.3187851161,8.5485420383,753.4442519401,3443.5809054235,8.1603320662,5.4270169567,2862.6920247479,4995.2323958807,0.8001879016,101.9249243029,24.7186757734,69.3232093005,200.5619478219,0.0930911668,487.2431282263,8.10051603991782E-05,150.5303973382,75.2651986691,3.9613262457,3.9613262457,205.9212260998,0.3169060997,0.209950291,444.4608047723,307.7950492942,0.8318785116,0.6734254618,1455.1535831109,1481.5360159075,0.5030884332,4.3178456079,2.0321603641,40.4055277066,72.2149774599,1.8954946086,35.6519362117,2.91830904523813E-05,31.6906099659,0.211
BMDS_MoH2-MoH2_516,26.2326187405,2.0805767413,0.6666666667,0.4714045208,1,0,1.6666666667,0.6766255775,1.1616872113,0.3452148281,2.7431564259,6.5165184432,4.435743,2.34123,1.969426068,2.7431564259,2.7431564259,2.7431564259,2.7648273617,6.034944137,6.3092597796,199.701787806,3599.0212307887,3.0174720685,0.8778100563,38.4316215269,55.6312123174,39.2381095162,79.1016586974,0.2466097627,1.5306812857,1.2566399587,0.0049788289,145.387290573,0.0307507835,12.3634060116,112.4694134621,10.9726257036,13.7157821295,260.4136001398,0.109726257,2.2768198335,2.4688407833,1721.8792885412,2.9351773757,3.1271983255,7905.7493878968,13418.7531517329,38.5495772533,13.1013150901,27.9530382956,97.222950047,1618.3029138962,3.7805770388,375.8124303491,0.0307251817,226.2912030423,0.624
BMDS_SHfSe-SeHfS_330,42.963822393,2.337687267,0.6898309928,0.4386452166,2,2.6666666667,4,0.7083185571,1.1488115361,0.3117575859,3.6041343991,11.2494017499,4.241547,3.24007,2.7114765528,122.5405695694,14.4165375964,57.6661503856,284.5824521529,9.1905427177,8.7724631274,702.8062078243,3391.4904695522,6.8478553583,4.2528785909,1780.4423931549,3452.7607543369,1.1569271421,91.4116607643,17.3683236693,19.4623257551,94.8608173843,0.0735243417,371.2258431072,5.90537421292371E-05,104.159484134,136.9571071658,7.2082687982,43.2496127892,358.7194967423,4.5051679989,4.5916672245,702.8062078243,1018.1679677455,1.1893643517,1.6579018236,7251.5184109872,14120.9985756699,0.6379317886,1.3227173245,30.6027051827,72.4431014219,2287.7243098281,0.7554265701,378.4341119054,1.07583411813105E-05,267.0663589732,0.038
BMDS_Au2Te2-Au2Te2_595,57.9366927672,2.3434625075,0.0967991966,0.0967991966,1.5,2,10,0.9329792824,1.06702088,0.4277570353,4.6710836862,18.8959468451,123.552873,3.09437,2.6977691064,242.8963516826,23.355418431,74.7373389793,592.7815396559,9.809275741,10.0801985948,888.440117116,4060.5730484171,9.6224323936,6.3993846501,3375.6053366722,5890.2365283033,0.9435589046,120.186983246,29.1475622019,81.7439645086,236.4969670325,0.1097704666,574.5432934031,9.5519E-05,177.5011800758,126.1192595275,4.6710836862,23.355418431,327.2654652228,2.0552768219,1.1117179173,152.2773281703,97.158540673,0.3736866949,0.326975858,2871.175009399,8725.5843258291,0.3409891091,1.4573781101,61.0043529418,23.355418431,1278.9427132827,14.6975648186,238.2252679964,4.78272258630428E-05,9.3421673724,0.351
BMDS_HfTe2-HfTe2_401,52.1204320369,2.7926476677,0.6666666667,0.4714045208,2,2.6666666667,7.3333333333,0.6978357104,1.1510821451,0.2916334996,3.9838168806,13.7443910475,10.48644,3.5273,2.8984013425,207.1584777916,19.919084403,63.7410700897,505.5642893251,8.3660154493,8.5970768284,757.7219706916,3463.1320143125,8.2066627741,5.4578291264,2878.9451069402,5023.5930864467,0.8047310099,102.503608338,24.859017335,69.7167954106,201.7006486652,0.0936196967,490.0094763148,8.1465071391553E-05,151.3850414631,79.6763376122,3.9838168806,47.8058025673,205.5071856946,3.1870535045,3.9758492468,757.7219706916,839.7885984322,0.6772488697,1.0756305578,7104.4999958635,14401.4980233979,0.2310613791,0,28.1655853459,31.8705350449,2431.8811765984,0.8226581858,338.6244348517,2.80819251914058E-05,258.9480972395,0.085
BMDS_Ru2S2-Ru2S2_650,30.1137772839,1.8241272854,0,0,1.5,2,3.5,0.6749928432,1.3250071568,0.2744259284,3.888016957,15.1165632135,12.149776,2.48119,2.3061302771,62.2082713112,11.6640508709,62.2082713112,124.6692637247,10.0310837489,10.0660759016,777.6033913906,3886.4617501702,6.9984305225,4.0435376352,1509.9502654023,2791.0907328879,2.7527160055,88.2579849228,7.6205132356,6.7262693355,38.8801695695,0.0104587656,342.1454922119,6.3608E-05,75.4275289649,108.8644747947,7.7760339139,31.1041356556,268.2926101145,1.4774464436,4.0785297878,383.7472736513,1125.1921073422,1.2830455958,1.2441654262,8626.1099413742,14405.6082677153,1.8273679698,5.2877030615,40.4742565219,93.1957664582,2168.6192180797,4.538521074,349.9215261258,3.18428588774451E-05,204.5096919357,0.086
BMDS_BiCrAs-BiCrAs_17,55.7865787261,3.5027845297,0.717724757,0.2912018461,1.6666666667,2,8.3333333333,0.7372295189,1.137025481,0.3335506998,3.3048973233,9.4591371598,42.454616,3.57456,2.6242864778,191.6840447502,16.5244866164,49.5734598492,469.1334799369,6.9402843789,6.9749858008,279.5943135495,2726.540291706,6.4775987536,4.4616113864,2700.7620925844,4501.2701543074,0.7452543464,82.8868248679,25.6245213961,63.7845183393,349.3276470707,0.9595769378,424.6793060415,5.6926856393498E-05,128.8909956079,112.3665089915,3.3048973233,29.7440759095,297.2917082259,1.4541548222,1.5219052174,67.0894156626,568.7728293365,0.3635387056,0.4957345985,4503.914072166,5228.347565429,0.7386445518,5.7174723693,6.6973744256,27.7611375156,772.6849941829,2.1371118541,123.933649623,3.28672038800196E-05,145.4154822243,2.763
BMDS_AgSe2-AgSe2_668,52.4147445861,3.5507379543,0,0,1.6666666667,2.6666666667,10,0.820858418,1.089570792,0.2951433434,2.8725903014,8.2515959001,2.553301,4.6678,2.740443006,97.668070246,11.4903612054,45.9614448217,226.8197301949,7.3251052685,6.9918847935,560.155108764,2703.1074735741,5.4579215726,3.3896565556,1419.0596088689,2751.9415086971,0.9221014867,72.8575078132,13.8430126622,15.5119876273,75.6065767316,0.0586008421,295.8768010395,4.70673920876853E-05,83.0178597091,37.3436739176,2.8725903014,14.3629515068,83.0414149496,1.7810059868,1.62014093,199.357766914,603.2439632843,0.6032439633,0.5170662542,2128.3883319822,4242.8158750999,0.2470427659,0.0373436739,16.290459599,16.948282778,644.3507304967,12.2648115507,178.1005986839,1.75285460188621E-05,74.9746068653,0.064
BMDS_Nb2Te2-Nb2Te2_636,46.9451115717,3.1108863267,0,0,1.5,2,7,0.7298787784,1.2701212216,0.2149181237,3.9419637336,15.5388133832,22.830521,4.15202,2.862617554,204.9821141449,19.7098186678,63.0714197369,500.2529366251,8.2781238405,8.506757737,749.7615021224,3426.7490735802,8.1204452911,5.400490315,2848.6995116916,4970.8162680141,0.7962766742,101.4267268644,24.5978536974,68.9843653372,199.5816238299,0.0926361477,484.8615392274,8.06092163874866E-05,149.7946218751,43.3616010691,0,43.3616010691,134.0192772098,1.9709818668,2.9485888727,410.3584246632,856.1945229284,0.473035648,0.7489731094,7991.7007555874,14806.0157832363,0.2483437152,4.4544190189,9.1847754992,36.6602627221,2520.7675486971,2.0241983772,295.6472800167,3.7874387552006E-05,236.5178240134,0.084
BMDS_SbNbAs-AsNbSb_64,45.2892665258,3.0054005524,0.7060374086,0.3227776198,1.6666666667,2,8,0.7539258197,1.1273979505,0.3221351286,3.4017733585,10.0215709461,24.425167,3.85288,2.5728470275,112.2585208306,13.607093434,51.0266003775,254.8663028564,7.4158659215,7.5213208957,265.3383219632,3221.4793705024,6.2932807132,4.0821280302,3707.9329607683,3017.3729689922,1.1191834349,83.8196955535,19.4819560241,94.2291220305,110.2174568155,1.707690226,387.8021628693,4.4502E-05,102.0532007551,27.214186868,3.4017733585,34.017733585,61.180213498,1.9730285479,2.7248204602,27.5543642039,1003.1829634225,1.1225852083,1.2246384091,5646.943775115,14049.3239706174,0.2177134949,0.1360709343,9.6712416582,3.0615960227,2237.3463378874,0.1190620675,285.7489621143,7.62337409640522E-06,231.3205883782,0.929
BMDS_TeCrSe-SeCrTe_283,44.6575228303,3.0537091264,0.6898894287,0.3383124723,1.6666666667,2.6666666667,8.3333333333,0.7233203201,1.1412894793,0.318059736,3.3505454523,9.7220853546,10.293495,3.28042,2.4522980761,113.918545379,13.4021818093,53.6087272372,264.5590689155,8.5438909034,8.155227631,653.3563632032,3152.8632706369,6.3660363594,3.9536436337,1655.1694534481,3209.8225433264,1.0755250902,84.9798843073,16.1462785347,18.0929454425,88.1863563052,0.0683511272,345.1061815894,5.48986872363287E-05,96.8307635722,33.5054545232,0,33.5054545232,90.3437725219,2.9819854526,2.6268276346,437.9162906187,965.2921448145,0.5360872724,0.4020654543,5649.0196326183,6654.1832683155,0.4288698179,6.7446479955,7.7766159948,50.5932363301,1049.3238247588,3.0711099616,211.0843634964,3.050671634341E-05,181.2645089707,0.298
